id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,rating,place_url,source,category,top_category,type,created_at
ChIJI7xrKiMVrjsRXvlcPJNpqoo,We Care Health Solutions,12.897146224975586,77.59683990478516,0x3bae15232a6bbc23:0x8aaa69933c5cf95e,wecarehealths,wecarehealths,51,4.5,https://www.google.com/maps/place/?q=place_id:ChIJI7xrKiMVrjsRXvlcPJNpqoo,gmaps_v2,clinic,medical,N_A,1687847039
ChIJNTzQuAgVrjsRBprzU2bZv10,SLV Medicals,12.91597843170166,77.59358978271484,0x3bae1508b8d03c35:0x5dbfd96653f39a06,N_A,N_A,1,5.0,https://www.google.com/maps/place/?q=place_id:ChIJNTzQuAgVrjsRBprzU2bZv10,gmaps_v2,clinic,medical,N_A,1695212099
ChIJGy0v1BoVrjsRBw2z_RY_9rU,Keshava Murthy Dr S,12.910578727722168,77.5989761352539,0x3bae151ad42f2d1b:0xb5f63f16fdb30d07,N_A,N_A,2,5.0,https://www.google.com/maps/place/?q=place_id:ChIJGy0v1BoVrjsRBw2z_RY_9rU,gmaps_v2,clinic,medical,N_A,1695212099
ChIJsdY-JYMVrjsRoVpFaMtiAXU,Little Millennium Preschool JP Nagar Mysuru,12.90060043334961,77.58576202392578,0x3bae1583253ed6b1:0x750162cb68455aa1,N_A,N_A,2,5.0,https://www.google.com/maps/place/?q=place_id:ChIJsdY-JYMVrjsRoVpFaMtiAXU,gmaps_v2,school,education,N_A,1687847039
ChIJ9-CizAkVrjsRgicKHRAb14s,MARUTHI DECCAN PHARMA,12.920796394348145,77.59327697753906,0x3bae1509cca2e0f7:0x8bd71b101d0a2782,N_A,N_A,1,3.0,https://www.google.com/maps/place/?q=place_id:ChIJ9-CizAkVrjsRgicKHRAb14s,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJFQnj0MQVrjsRfHsScw14EJE,Vinayaka medical andgeneral stores,12.888482093811035,77.62428283691406,0x3bae15c4d0e30915:0x9110780d73127b7c,N_A,N_A,1,4.0,https://www.google.com/maps/place/?q=place_id:ChIJFQnj0MQVrjsRfHsScw14EJE,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJTRquIoxrrjsRfRFjb9m9tDA,TIME KIDS Gottiegere,12.861913681030272,77.5853042602539,0x3bae6b8c22ae1a4d:0x30b4bdd96f63117d,timekidspreschools,Time Kids Preschools,7,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJTRquIoxrrjsRfRFjb9m9tDA,gmaps_v2,school,education,pre_school,1687847039
ChIJAdQnoSBrrjsRNNWYFgx0x10,Little Millenium Begur Road,12.859421730041504,77.6078872680664,0x3bae6b20a127d401:0x5dc7740c1698d534,N_A,N_A,7,3.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJAdQnoSBrrjsRNNWYFgx0x10,gmaps_v2,school,education,N_A,1687847039
ChIJmWPw-KEVrjsRXx0M7k5dhMs,Sha Dental Care & Implant Centre,12.897485733032228,77.58940124511719,0x3bae15a1f8f06399:0xcb845d4eee0c1d5f,N_A,N_A,120,4.5,https://www.google.com/maps/place/?q=place_id:ChIJmWPw-KEVrjsRXx0M7k5dhMs,gmaps_v2,clinic,medical,N_A,1695212099
ChIJqa7PRvtrrjsRDwYjYAE63lw,Music classes,12.87016487121582,77.58104705810547,0x3bae6bfb46cfaea9:0x5cde3a016023060f,N_A,N_A,1,1.0,https://www.google.com/maps/place/?q=place_id:ChIJqa7PRvtrrjsRDwYjYAE63lw,gmaps_v2,school,education,N_A,1687847039
ChIJG9gBhGgVrjsR0t9HrEOMbfM,Mediclive diagnostics and multispeciality clinic,12.901657104492188,77.5857925415039,0x3bae15688401d81b:0xf36d8c43ac47dfd2,N_A,N_A,19,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJG9gBhGgVrjsR0t9HrEOMbfM,gmaps_v2,clinic,medical,N_A,1695212099
ChIJmxorHdEVrjsRGmvfQzTUjbE,Aasiya Poly Clinic,12.90644073486328,77.6098403930664,0x3bae15d11d2b1a9b:0xb18dd43443df6b1a,N_A,N_A,7,5.0,https://www.google.com/maps/place/?q=place_id:ChIJmxorHdEVrjsRGmvfQzTUjbE,gmaps_v2,clinic,medical,N_A,1695212099
ChIJa7_izkkVrjsRPcv6I5-2rfY,Clinikk Health Hub JP Nagar,12.90162754058838,77.58245849609375,0x3bae1549cee2bf6b:0xf6adb69f23facb3d,clinikk,Clinikk,80,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJa7_izkkVrjsRPcv6I5-2rfY,gmaps_v2,clinic,medical,N_A,1695212099
ChIJF6rGo0MVrjsRZAWNTuNIXbs,ExcelR,12.91679573059082,77.61433410644531,0x3bae1543a3c6aa17:0xbb5d48e34e8d0564,excelr,ExcelR,26,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJF6rGo0MVrjsRZAWNTuNIXbs,gmaps_v2,college,education,N_A,1687847039
ChIJq6_QGwEVrjsRqNZ9ajfvvq0,Anjan Polyclinical Lab,12.91916561126709,77.60387420654297,0x3bae15011bd0afab:0xadbeef376a7dd6a8,N_A,N_A,1,2.0,https://www.google.com/maps/place/?q=place_id:ChIJq6_QGwEVrjsRqNZ9ajfvvq0,gmaps_v2,clinic,medical,N_A,1695212099
ChIJ1_jiDuEVrjsRVp6iowx0GLQ,GLOWDENT MULTISPECIALITY DENTAL & IMPLANT CENTER,12.88021469116211,77.58425903320312,0x3bae15e10ee2f8d7:0xb418740ca3a29e56,N_A,N_A,221,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ1_jiDuEVrjsRVp6iowx0GLQ,gmaps_v2,clinic,medical,N_A,1695212099
ChIJI1fbNzAVrjsRKGdIy-x4Y6o,Dr. Pavan Rasalkar (Interventional Cardiologist ) Sagar Hospitals - Jayanagar,12.928596496582031,77.5962142944336,0x3bae153037db5723:0xaa6378eccb486728,N_A,N_A,4,5.0,https://www.google.com/maps/place/?q=place_id:ChIJI1fbNzAVrjsRKGdIy-x4Y6o,gmaps_v2,clinic,medical,N_A,1695212099
ChIJrWqG8CQVrjsRdGcKhOM-qGU,Vaman Pharma Pvt.Ltd.,12.898136138916016,77.59857940673828,0x3bae1524f0866aad:0x65a83ee3840a6774,N_A,N_A,10,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJrWqG8CQVrjsRdGcKhOM-qGU,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJe7PwkZFsrjsRsrvfINmOq_A,International Institute of Information Technology,12.91162395477295,77.61407470703125,0x3bae6c9191f0b37b:0xf0ab8ed920dfbbb2,N_A,N_A,2,5.0,https://www.google.com/maps/place/?q=place_id:ChIJe7PwkZFsrjsRsrvfINmOq_A,gmaps_v2,college,education,N_A,1687847039
ChIJHZZidd0VrjsRymm7GTGPVP0,Hotel Royal Orbit,12.880916595458984,77.61014556884766,0x3bae15dd7562961d:0xfd548f3119bb69ca,N_A,N_A,13,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJHZZidd0VrjsRymm7GTGPVP0,gmaps_v2,hospital,medical,N_A,1687847039
ChIJ85qS7s5rrjsRvyKLZgHUjf0,Spectrum Biomedicals,12.86806297302246,77.58236694335938,0x3bae6bceee929af3:0xfd8dd401668b22bf,N_A,N_A,2,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ85qS7s5rrjsRvyKLZgHUjf0,gmaps_v2,hospital,medical,N_A,1687847039
ChIJybt6vYUVrjsRx2dOyjv7LLE,Dr Anitha Vasudevan's Psychiatric Clinic,12.919293403625488,77.6104965209961,0x3bae1585bd7abbc9:0xb12cfb3bca4e67c7,N_A,N_A,29,4.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJybt6vYUVrjsRx2dOyjv7LLE,gmaps_v2,clinic,medical,N_A,1695212099
ChIJEUG1HDsVrjsRLsdJxEUR3vE,The Arya Vaidya Pharmacy,12.889996528625488,77.593505859375,0x3bae153b1cb54111:0xf1de1145c449c72e,N_A,N_A,4,3.5,https://www.google.com/maps/place/?q=place_id:ChIJEUG1HDsVrjsRLsdJxEUR3vE,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJybD2YqgVrjsRK_S6P6GKDtM,Sharada women's clinic,12.911029815673828,77.57865905761719,0x3bae15a862f6b0c9:0xd30e8aa13fbaf42b,N_A,N_A,3,5.0,https://www.google.com/maps/place/?q=place_id:ChIJybD2YqgVrjsRK_S6P6GKDtM,gmaps_v2,clinic,medical,N_A,1687847039
ChIJu2DwQykVrjsRvL3cQ4RDFgI,Planet Kids Preschool,12.890432357788086,77.59246063232422,0x3bae152943f060bb:0x216438443dcbdbc,planetkids,Planet Kids,3,5.0,https://www.google.com/maps/place/?q=place_id:ChIJu2DwQykVrjsRvL3cQ4RDFgI,gmaps_v2,school,education,pre_school,1687847039
ChIJ_Rmfbc5qrjsRsC_Vt0jk3VU,Fortis Healthworld,12.892291069030762,77.59812927246094,0x3bae6ace6d9f19fd:0x55dde448b7d52fb0,fortishealthcare,Fortis Healthcare,37,4.0,https://www.google.com/maps/place/?q=place_id:ChIJ_Rmfbc5qrjsRsC_Vt0jk3VU,gmaps_v2,hospital,medical,N_A,1687847039
ChIJPZc3mo1rrjsR39DhuIyFkYY,SJ Home care Nursing,12.85831069946289,77.5876693725586,0x3bae6b8d9a37973d:0x8691858cb8e1d0df,N_A,N_A,2,3.0,https://www.google.com/maps/place/?q=place_id:ChIJPZc3mo1rrjsR39DhuIyFkYY,gmaps_v2,hospital,medical,N_A,1687847039
ChIJbcfPfWsVrjsREK_yhflnWy0,DART PHARMA,12.906557083129885,77.61128997802734,0x3bae156b7dcfc76d:0x2d5b67f985f2af10,N_A,N_A,2,5.0,https://www.google.com/maps/place/?q=place_id:ChIJbcfPfWsVrjsREK_yhflnWy0,gmaps_v2,college,education,N_A,1687847039
ChIJr1YXBagVrjsRNoyXzB-sn64,Sri Rajarajeshwari Medical and General Stores,12.92270278930664,77.5969009399414,0x3bae15a8051756af:0xae9fac1fcc978c36,N_A,N_A,2,4.5,https://www.google.com/maps/place/?q=place_id:ChIJr1YXBagVrjsRNoyXzB-sn64,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJ-a3oJywPJDoRIynMnpd82-k,Dr. Brahmachari: World's Best AstroHealer,12.898086547851562,77.5846939086914,0x3a240f2c27e8adf9:0xe9db7c979ecc2923,N_A,N_A,4,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ-a3oJywPJDoRIynMnpd82-k,gmaps_v2,clinic,medical,N_A,1687847039
ChIJUeGhsaAVrjsRm9PijYSMCzY,Surya Medicals & Clinic,12.874606132507324,77.58405303955078,0x3bae15a0b1a1e151:0x360b8c848de2d39b,N_A,N_A,1,5.0,https://www.google.com/maps/place/?q=place_id:ChIJUeGhsaAVrjsRm9PijYSMCzY,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJm8E0e7gVrjsR9qoNjjLVgBk,Dr. Mahendra Jain | Best Urologist in Bangalore - Fortis Hospital Bannerghatta Road,12.894686698913574,77.5982666015625,0x3bae15b87b34c19b:0x1980d5328e0daaf6,N_A,N_A,1,1.0,https://www.google.com/maps/place/?q=place_id:ChIJm8E0e7gVrjsR9qoNjjLVgBk,gmaps_v2,hospital,medical,N_A,1687847039
ChIJK6EE7AAVrjsROhdUXzmXRes,Rich Medicals,12.920699119567873,77.60388946533203,0x3bae1500ec04a12b:0xeb4597395f54173a,N_A,N_A,4,4.5,https://www.google.com/maps/place/?q=place_id:ChIJK6EE7AAVrjsROhdUXzmXRes,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJ_YXcmDUVrjsRj3HHKgxFLFY,Namintanjali Seva Trust,12.877323150634766,77.57121276855469,0x3bae153598dc85fd:0x562c450c2ac7718f,N_A,N_A,5,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ_YXcmDUVrjsRj3HHKgxFLFY,gmaps_v2,school,education,N_A,1687847039
ChIJo5BvQd8UrjsR7v20NxcMlP4,Piles and fistula clinic,12.895630836486816,77.6089096069336,0x3bae14df416f90a3:0xfe940c1737b4fdee,N_A,N_A,2,3.0,https://www.google.com/maps/place/?q=place_id:ChIJo5BvQd8UrjsR7v20NxcMlP4,gmaps_v2,clinic,medical,N_A,1695212099
ChIJF1fWX_wUrjsRnJJRV9Btk6Y,Dr. Jayaprakash Narayan,12.889527320861816,77.59650421142578,0x3bae14fc5fd65717:0xa6936dd05751929c,N_A,N_A,2,4.0,https://www.google.com/maps/place/?q=place_id:ChIJF1fWX_wUrjsRnJJRV9Btk6Y,gmaps_v2,hospital,medical,N_A,1687847039
ChIJ0w-_oaIVrjsRkNrJI6OdHYo,Samarthang Occupational Therapy,12.905916213989258,77.57869720458984,0x3bae15a2a1bf0fd3:0x8a1d9da323c9da90,N_A,N_A,38,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJ0w-_oaIVrjsRkNrJI6OdHYo,gmaps_v2,clinic,medical,N_A,1695212099
ChIJFbOFI1BrrjsRPpRrZr9Uaa0,ESSAR fuel station,12.860844612121582,77.58969116210938,0x3bae6b502385b315:0xad6954bf666b943e,N_A,N_A,84,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJFbOFI1BrrjsRPpRrZr9Uaa0,gmaps_v2,clinic,medical,N_A,1695212099
ChIJeSB3KMkVrjsR7t8XRFMFt-w,Chamundeshwari layout,12.885819435119627,77.60357666015625,0x3bae15c928772079:0xecb705534417dfee,N_A,N_A,2,4.0,https://www.google.com/maps/place/?q=place_id:ChIJeSB3KMkVrjsR7t8XRFMFt-w,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJ16HOd_NrrjsRsDJ6sdtHHiM,Doc Physio At Home / Doddakammanahalli,12.86037540435791,77.60231018066406,0x3bae6bf377cea1d7:0x231e47dbb17a32b0,drsahuphysio,drsahuphysio,26,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJ16HOd_NrrjsRsDJ6sdtHHiM,gmaps_v2,clinic,medical,N_A,1687847039
ChIJMWhE478VrjsRZIcUdVfHnUo,MBBS Tuition / Anatomy Biochemistry Physiology Classes.,12.910442352294922,77.59131622314453,0x3bae15bfe3446831:0x4a9dc75775148764,N_A,N_A,3,5.0,https://www.google.com/maps/place/?q=place_id:ChIJMWhE478VrjsRZIcUdVfHnUo,gmaps_v2,college,education,N_A,1687847039
ChIJH5rf09UUrjsRrg5EqGbU0zA,Kidzee Arekere,12.882942199707031,77.61038970947266,0x3bae14d5d3df9a1f:0x30d3d466a8440eae,kidzee,Kidzee,170,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJH5rf09UUrjsRrg5EqGbU0zA,gmaps_v2,school,education,pre_school,1687847039
ChIJGV2QXfwUrjsRs5GEQm5LUq8,Blue Tulip Ground,12.91482925415039,77.6121597290039,0x3bae14fc5d905d19:0xaf524b6e428491b3,N_A,N_A,8,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJGV2QXfwUrjsRs5GEQm5LUq8,gmaps_v2,school,education,N_A,1687847039
ChIJTy8T_gwVrjsROcE3n68acA0,Unwind Central,12.887688636779783,77.58208465576172,0x3bae150cfe132f4f:0xd701aaf9f37c139,N_A,N_A,31,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJTy8T_gwVrjsROcE3n68acA0,gmaps_v2,clinic,medical,N_A,1695212099
ChIJh2PHcUAVrjsRWwCJBbrTkEw,frank public school,12.89702606201172,77.58423614501953,0x3bae154071c76387:0x4c90d3ba0589005b,frankpublicschool,frankpublicschool,2,4.0,https://www.google.com/maps/place/?q=place_id:ChIJh2PHcUAVrjsRWwCJBbrTkEw,gmaps_v2,school,education,N_A,1687847039
ChIJiQialoEVrjsR7dqSgu7scgY,Sunshine | Wheelchair Rent Hospital Beds/Cot Rent | Oxygen Concentrator Rent | Oxygen Cylinder Rent,12.915485382080078,77.59082794189453,0x3bae1581969a0889:0x672ecee8292daed,N_A,N_A,4,5.0,https://www.google.com/maps/place/?q=place_id:ChIJiQialoEVrjsR7dqSgu7scgY,gmaps_v2,hospital,medical,N_A,1687847039
ChIJd92qpytrrjsRvlMwoPNyAkg,chaturvedi's,12.855780601501465,77.58165740966797,0x3bae6b2ba7aadd77:0x480272f3a03053be,N_A,N_A,2,5.0,https://www.google.com/maps/place/?q=place_id:ChIJd92qpytrrjsRvlMwoPNyAkg,gmaps_v2,college,education,N_A,1687847039
ChIJPxiQGAYVrjsRkgYX6hXP6j0,Kavitha Dental Care,12.91779327392578,77.59669494628906,0x3bae15061890183f:0x3deacf15ea170692,N_A,N_A,23,5.0,https://www.google.com/maps/place/?q=place_id:ChIJPxiQGAYVrjsRkgYX6hXP6j0,gmaps_v2,clinic,medical,N_A,1687847039
ChIJ5doUgKcVrjsRpxPSQb6bg4A,SPECIALITY DENTAL CLINIC & IMPLANT CENTRE,12.92202091217041,77.59355163574219,0x3bae15a78014dae5:0x80839bbe41d213a7,N_A,N_A,26,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJ5doUgKcVrjsRpxPSQb6bg4A,gmaps_v2,clinic,medical,N_A,1695212099
