id,name,lat,lng,source,category,number_of_votes,reviews_per_day
ChIJR2WXZSsXrjsRRFcm-Iv-r60,Ovum hospital,13.020108222961426,77.65169525146484,gmaps_v2,clinic,3792,1.8106209747516453
ChIJ8S2hBasRrjsRTjAcIAcDnic,Bps Physiotherapy Clinic,13.009467124938965,77.65721893310547,gmaps_v2,clinic,55,1.6622579983923111
ChIJ416Q3iQXrjsR8HLaGOWg0Dw,Cloudnine Hospital - HRBR,13.020062446594238,77.654052734375,gmaps_v2,clinic,4752,1.5299072374347449
ChIJP57klvUWrjsRxqRX9CYZ6M8,Coles Park,12.99453830718994,77.60880279541016,gmaps_v2,hospital,5189,1.224016972453497
ChIJFULDvvMWrjsRcGgSqCCXsUI,Dr Agarwals Eye Hospital,12.996222496032717,77.61270904541016,gmaps_v2,hospital,2959,1.140627665912044
ChIJHxJdZCsXrjsRR0qfpMjtl5w,Motherhood Hospital - HRBR Layout,13.020217895507812,77.65158081054688,gmaps_v2,clinic,2975,1.1349461227996958
ChIJT2r4umsRrjsRupn4Y5crEEo,Zamindar Microsurgical Eye Center - 3,13.018094062805176,77.65435791015625,gmaps_v2,clinic,173,1.0663545146493192
ChIJJUtpujkXrjsRxun2-jMSc6c,Aster Labs - Vasanth Nagar,12.986928939819336,77.59830474853516,gmaps_v2,clinic,1129,0.950876100041708
ChIJb-fqP-4WrjsR3uxA5KStYp4,Primecare Hospital,13.000555992126465,77.61808013916016,gmaps_v2,clinic,2276,0.9284667420382364
ChIJ8RStxfcWrjsRC70tYHjWhpo,Dr. BR Ambedkar Bhavan,12.99247932434082,77.59551239013672,gmaps_v2,hospital,3454,0.9073047742629348
ChIJ8YjR-I4XrjsRCaSr6Y-3510,Bangalore Thindies,12.981090545654297,77.6042251586914,gmaps_v2,hospital,418,0.8972309442518956
ChIJOennZ3IRrjsRhdg7IMeH9XI,Trust-In Hospital,13.021225929260254,77.65709686279297,gmaps_v2,clinic,770,0.8890887568587215
ChIJZZE_Q88XrjsRr-_rM0W-S7o,Clinikk Health Hub Kammanahalli,13.014631271362305,77.63529968261719,gmaps_v2,clinic,409,0.8705308758783283
ChIJCxRcz2wXrjsRUxNBVDUbG_U,Kolors Healthcare Kalyan Nagar,13.023333549499512,77.64463806152344,gmaps_v2,clinic,1733,0.8371481985993252
ChIJwevuJlkXrjsRYds7FuDM1Fg,Hijama Centre (Hijama Cupping Near Me),13.02228546142578,77.63975524902344,gmaps_v2,clinic,105,0.7876500774236064
ChIJ24I_3dcXrjsRFod_8QsKbyU,"Lenskart.com at Maruthi Sevanagar, Kammanahalli",13.013049125671388,77.63543701171875,gmaps_v2,clinic,657,0.733845194044918
ChIJx26esfQWrjsRrRpNnC_8JfE,"Mirlay Eye Care, a unit of Dr Agarwals Eye Hospital",12.991002082824709,77.61314392089844,gmaps_v2,hospital,2279,0.7255238635348396
ChIJefkTU9UXrjsRTXB8Aafqt8c,ENT Surgeon- Dr Vishakha Rane,12.99682903289795,77.61128234863281,gmaps_v2,clinic,60,0.6747207113097325
ChIJS4ZakSoXrjsR0FJ-zdFldNs,Lenskart.com Flagship Store at Kammanahalli,13.022234916687012,77.63827514648438,gmaps_v2,clinic,1032,0.6343181132570365
ChIJa32LzpkXrjsR2evjuC9fSU8,CRADLE OF YOUTH - Your Personal Dermatologist,12.9909086227417,77.61931610107422,gmaps_v2,clinic,427,0.6154054947519687
ChIJq9K-ytQQrjsRQDJb3rktx_k,Shishuka Children's Speciality Hospital,13.019607543945312,77.65312957763672,gmaps_v2,clinic,1521,0.5853578541881739
ChIJwWShPx4XrjsRQ2ms0hi0l0I,New Vision Care,13.016068458557127,77.6393051147461,gmaps_v2,clinic,1308,0.5704647387707359
ChIJ71h84CIXrjsRPMEaNEGkQDs,SILVERLINE DIAGNOSTICS,13.023988723754885,77.6336898803711,gmaps_v2,clinic,1867,0.5669213831185224
ChIJu84S_xAXrjsRvJ-Q13F-Jqc,Fit physiotherapy center,13.017022132873535,77.62847900390625,gmaps_v2,clinic,43,0.544018222970449
ChIJzaJxJNUQrjsRgJv7zaFUBoA,ZAMINDAR Microsurgical Eye Centre - 2,13.017712593078612,77.65470123291016,gmaps_v2,clinic,1417,0.5343101973557317
ChIJkTQb0AkXrjsRuS1DFS4t0r0,"Lenskart.com at Coles Road, Bengaluru",12.996394157409668,77.61209869384766,gmaps_v2,clinic,639,0.5246053024401887
ChIJddlejpcXrjsR_T7SgXM8Dq4,Lenskart.com Flagship Store at Banasawadi,13.012725830078123,77.64765167236328,gmaps_v2,clinic,960,0.5232480303538363
ChIJncA8wW8XrjsRN_NsDQeFrMQ,ARS NEURO & DIABETIC CENTER,13.030731201171877,77.63038635253906,gmaps_v2,clinic,120,0.4916243438073944
ChIJ1ylRSC8XrjsRqQkyJv2FlKo,"Oliva Clinic HRBR: Laser Hair Removal, Acne Scar, Hair Loss Treatment",13.021040916442873,77.64334106445312,gmaps_v2,clinic,1061,0.4818976543214913
ChIJtXIAEUARrjsROr0GQXFLeXw,Dr. Arathi Karat - ENT Specialist,13.005868911743164,77.65974426269531,gmaps_v2,clinic,32,0.4788124453828577
ChIJZfz0ciARrjsRKQqx7uMPi-I,ZAIN PILES HOSPITAL( laser proctology centre),13.018111228942873,77.65461730957031,gmaps_v2,clinic,196,0.4708174974158335
ChIJG6zbv4IXrjsRRlxdT2rRXd4,Dr. Prashant's Clinic,12.974777221679688,77.6184310913086,gmaps_v2,clinic,219,0.4646869386147169
