"id_1","id_2","cid_1","cid_2","source_1","source_2","name_1","number_of_votes_1","created_at_1","name_2","number_of_votes_2","created_at_2","service_options_1","service_options_2","brand_id_1","brand_id_2"
"ChIJtX894PY9rjsReFzvLArg4Bs","19163398","0x3bae3df6e03d7fb5:0x1be0e00a2cef5c78","19163398","gmaps_v2","zomato","Raj Donne Biriyani Mane","543","1699615207","Raj Donne Biriyani Mane","1287","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJVz6uVOE9rjsRSNNhky9XCgA","19067506","0x3bae3de154ae3e57:0xa572f9361d348","19067506","gmaps_v2","zomato","Lassi corner","14","1687847039","Lassi Corner","419","1688639100","[]","[dining, delivery]","lassicorner","zomato_lassi_corner"
"ChIJofK_B289rjsRd10gTxh9U_k","53160","0x3bae3d6f07bff2a1:0xf9537d184f205d77","53160","gmaps_v2","zomato","Rajdhani","81","1687847039","Rajdhani","4967","1688639100","[]","[dining, delivery]","rajdhani","N_A"
"ChIJ06Mc8JQXrjsRHYKAP3OWWX0","19767124","0x3bae1794f01ca3d3:0x7d5996733f80821d","19767124","gmaps_v2","zomato","Shivas military hotel","130","1699615207","Shiva's Military Hotel","204","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJQTyavXg9rjsRxe1xHAp3qqo","54644","0x3bae3d78bd9a3c41:0xaaaa770a1c71edc5","54644","gmaps_v2","zomato","Wow! Momo","237","1687847039","WOW! Momo","2167","1688639100","[]","[dining, delivery]","wowmomo","zomato_wow!_momo"
"ChIJR7GP9H09rjsRvulNeK0WhKU","19675488","0x3bae3d7df48fb147:0xa58416ad784de9be","19675488","gmaps_v2","zomato","Baf's Cafe","205","1687847039","Baf's Cafe","270","1688639100","[]","[dining, delivery]","nan","N_A"
"ChIJAayEACMWrjsRuiu3lClGvqs","54627","0x3bae16230084ac01:0xabbe462994b72bba","54627","gmaps_v2","zomato","Mad Over Donuts","513","1699615207","Mad Over Donuts","1136","1688639100","[]","[dining, delivery]","madoverdonuts","zomato_mad_over_donuts"
"ChIJN4y9YS4WrjsRrNGYWo0KXto","18597889","0x3bae162e61bd8c37:0xda5e0a8d5a98d1ac","18597889","gmaps_v2","zomato","Clean Slate Café","868","1699615207","Clean Slate Cafe","419","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJVzNu7Zc9rjsRju7caW12MKo","18444924","0x3bae3d97ed6e3357:0xaa30766d69dcee8e","18444924","gmaps_v2","zomato","kool joint","624","1699615207","Kool Joint","2446","1688639100","[]","[delivery]","business","N_A"
"ChIJw3DKX2c9rjsRgmp6bmDVlu0","19652045","0x3bae3d675fca70c3:0xed96d5606e7a6a82","19652045","gmaps_v2","zomato","Sri Ruchi's Veg","17","1699615207","Sri Ruchi's Veg","14","1688639100","[]","[delivery]",,"N_A"
"ChIJbZ1UMP8XrjsRNU_MI1nKHBk","18966993","0x3bae17ff30549d6d:0x191cca5923cc4f35","18966993","gmaps_v2","zomato","Shiv Sagar Express","4175","1699615207","RS Shiv Sagar Express","12400","1688639100","[]","[dining, delivery]",,"zomato_rs_shiv_sagar_express"
"ChIJQURqxhM9rjsRD2BP4pkl5uw","20070495","0x3bae3d13c66a4441:0xece62599e24f600f","20070495","gmaps_v2","zomato","The Lemon Light","145","1699615207","The Lemon Light","58","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJRWSW-489rjsRPfJYXRfylus","18802596","0x3bae3d8ffb966445:0xeb96f2175d58f23d","18802596","gmaps_v2","zomato","New Prashanth Hotel","1598","1699615207","New Prashanth Hotel","1078","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJ87KQhb49rjsRl435y-ILmXo","19496691","0x3bae3dbe8590b2f3:0x7a990be2cbf98d97","19496691","gmaps_v2","zomato","Coffee Cafe","166","1687847039","Coffee Cafe","512","1688639100","[]","[delivery]","nan","N_A"
"ChIJbbBa2HA9rjsRiFI1ridaJdA","19084788","0x3bae3d70d85ab06d:0xd0255a27ae355288","19084788","gmaps_v2","zomato","Dakshin Delicacy","2321","1699615207","Dakshin Delicacy","2193","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJ649UpC8WrjsRWggqXDhE8_s","19695256","0x3bae162fa4548feb:0xfbf344385c2a085a","19695256","gmaps_v2","zomato","GR Iyengar's Fast Food","52","1699615207","GR Iyengar Fast Food","98","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJzWLYkpc9rjsRGU_MZMLmKbY","19235256","0x3bae3d9792d862cd:0xb629e6c264cc4f19","19235256","gmaps_v2","zomato","Sandwich Station","4","1699615207","Sandwich Station","733","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJDzGCKoI9rjsRYQ43GBKK2V4","20037862","0x3bae3d822a82310f:0x5ed98a1218370e61","20037862","gmaps_v2","zomato","Café Coffee Day","586","1699615207","Cafe Coffee Day","12","1688639100","[]","[dining, delivery]","cafecoffeeday","zomato_cafe_coffee_day"
"ChIJAWdNvCg9rjsRGtTJ-H1zaMg","19723879","0x3bae3d28bc4d6701:0xc868737df8c9d41a","19723879","gmaps_v2","zomato","Swagat Restaurant","537","1699615207","Swagat Restaurant","218","1688639100","[]","[delivery]","business","N_A"
"ChIJTwqfMCIXrjsRdf_O3N84fII","19851677","0x3bae1722309f0a4f:0x827c38dfdcceff75","19851677","gmaps_v2","zomato","Sabroso","47","1699615207","Sabroso","306","1688639100","[]","[delivery]",,"N_A"
"ChIJdS3mdsoXrjsRith6__A58Mk","20058862","0x3bae17ca76e62d75:0xc9f039f0ff7ad88a","20058862","gmaps_v2","zomato","Taki Taki","455","1699615207","Taki Taki","36","1688639100","[]","[dining]",,"N_A"
"ChIJF3iAeYA9rjsRlRcOicKHMa4","20037862","0x3bae3d8079807817:0xae3187c2890e1795","20037862","gmaps_v2","zomato","Café Coffee Day","328","1699615207","Cafe Coffee Day","12","1688639100","[]","[dining, delivery]","cafecoffeeday","zomato_cafe_coffee_day"
"ChIJ57hrC-4XrjsR92gNQnmpIiU","18928549","0x3bae17ee0b6bb8e7:0x2522a979420d68f7","18928549","gmaps_v2","zomato","Sri Sai Dosa Center","97","1699615207","Sri Sai Dosa Center","18","1688639100","[]","[dining]",,"N_A"
"ChIJfzHkyS09rjsRDupb63fgMdg","19515203","0x3bae3d2dc9e4317f:0xd831e077eb5bea0e","19515203","gmaps_v2","zomato","Pizza Hut","173","1699615207","Pizza Hut","5997","1688639100","[]","[dining, delivery]","pizzahut","zomato_pizza_hut"
"ChIJ6YuOo-09rjsRNV6vXxvF0lA","19485072","0x3bae3deda38e8be9:0x50d2c51b5faf5e35","19485072","gmaps_v2","zomato","New Karavali Mess","74","1699615207","New Karavali Mess","454","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJ6zY-Fcs9rjsRzbMiqcH1FOQ","19155366","0x3bae3dcb153e36eb:0xe414f5c1a922b3cd","19155366","gmaps_v2","zomato","Nani's Hyderabad Dum Biryani","475","1699615207","Nani's Hyderabad Dum Biryani","2541","1688639100","[]","[dining, delivery]","nanishyderabaddumbiryani","zomato_nani's_hyderabad_dum_biryani"
"ChIJfWxLMyA9rjsRZi-w5D57cFc","19546690","0x3bae3d20334b6c7d:0x57707b3ee4b02f66","19546690","gmaps_v2","zomato","Crepito","1365","1699615207","Crepito","744","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJTbvH1vU9rjsRbTbVy-ROHYE","53381","0x3bae3df5d6c7bb4d:0x811d4ee4cbd5366d","53381","gmaps_v2","zomato","Domino's Pizza","1474","1699615207","Domino's Pizza","10500","1688639100","[]","[dining, delivery]","dominos","zomato_domino's_pizza"
"ChIJfdKOACMWrjsRqS3wTBNNVts","53513","0x3bae1623008ed27d:0xdb564d134cf02da9","53513","gmaps_v2","zomato","Subway","572","1699615207","Subway","1401","1688639100","[]","[dining, delivery]","subway","zomato_subway"
"ChIJE0aJWpwXrjsRzT4rqxTyadQ","19663219","0x3bae179c5a894613:0xd469f214ab2b3ecd","19663219","gmaps_v2","zomato","The royal burgers","1","1699615207","The Royal Burgers","474","1688639100","[]","[delivery]",,"N_A"
"ChIJafRSQwsXrjsReHlTbN-bKgo","19946302","0x3bae170b4352f469:0xa2a9bdf6c537978","19946302","gmaps_v2","zomato","Pizza Hut","228","1699615207","Pizza Hut","2","1688639100","[]","[dining, delivery]","pizzahut","zomato_pizza_hut"
"ChIJFfYlpwo9rjsRVQXbSzR5R6Y","19364850","0x3bae3d0aa725f615:0xa64779344bdb0555","19364850","gmaps_v2","zomato","Sarayu Flavours","348","1699615207","Sarayu Flavours","14","1688639100","[]","[dining]",,"N_A"
"ChIJt_bbGtg8rjsRpvKgm2l41FI","18856907","0x3bae3cd81adbf6b7:0x52d478699ba0f2a6","18856907","gmaps_v2","zomato","Karnataka hindu miltry hotel","155","1699615207","Karnataka Hindu Military Hotel","386","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJ6SvnnPI9rjsROAvpP7iY1Rw","19292217","0x3bae3df29ce72be9:0x1cd598b83fe90b38","19292217","gmaps_v2","zomato","Taco Bell","489","1699615207","Taco Bell","3181","1688639100","[]","[dining, delivery]","tacobell","zomato_taco_bell"
"ChIJ9VCN6lYXrjsRD3sHcZgmzBc","19425207","0x3bae1756ea8d50f5:0x17cc269871077b0f","19425207","gmaps_v2","zomato","San Tung Chinese","237","1699615207","San Tung Chinese","1963","1688639100","[]","[dining, delivery]",,"zomato_san_tung_chinese"
"ChIJSVqQ-HUXrjsR8yzlpz5a6jw","50576","0x3bae1775f8905a49:0x3cea5a3ea7e52cf3","50576","gmaps_v2","zomato","KFC","4172","1699615207","KFC","5579","1688639100","[]","[dining, delivery]","kfc","zomato_kfc"
"ChIJp4puazoWrjsR3ERdqkRIIM0","19867209","0x3bae163a6b6e8aa7:0xcd204844aa5d44dc","19867209","gmaps_v2","zomato","Karnataka Biryani Point","477","1699615207","Karnataka Biriyani Point","68","1688639100","[]","[delivery]",,"N_A"
"ChIJTwMBn9wXrjsRB_OU-gq6dVI","18515585","0x3bae17dc9f01034f:0x5275ba0afa94f307","18515585","gmaps_v2","zomato","Drunken Monkey","664","1695212099","Drunken Monkey","1905","1688639100","[]","[dining, delivery]","thedrunkenmonkey","zomato_drunken_monkey"
"ChIJu6M2vSUWrjsROXoGYJrV4sY","58315","0x3bae1625bd36a3bb:0xc6e2d59a60067a39","58315","gmaps_v2","zomato","Karavali Lunch Home","954","1699615207","Karavali Lunch Home","7321","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJiSa7saM9rjsRxfhYLfOmXTY","19270337","0x3bae3da3b1bb2689:0x365da6f32d58f8c5","19270337","gmaps_v2","zomato","Le Grapes Restobar","3033","1687847039","Le Grapes Restobar","951","1688639100","[]","[dining, delivery]","nan","N_A"
"ChIJ04MzR34WrjsRgKAbSBsYXGI","20376339","0x3bae167e473383d3:0x625c181b481ba080","20376339","gmaps_v2","zomato","The Belgian Waffle Co.","529","1699615207","The Belgian Waffle Co.","79","1688639100","[]","[dining, delivery]","thebelgianwaffle","zomato_the_belgian_waffle_co."
"ChIJrdCqmdY9rjsRB8SsdgAqjPY","18802767","0x3bae3dd699aad0ad:0xf68c2a0076acc407","18802767","gmaps_v2","zomato","Roast 'N' Frost","395","1699615207","Roast 'N' Frost","2513","1688639100","[]","[dining, delivery]","business","zomato_roast_'n'_frost"
"ChIJyyMhq-09rjsRlxVBwSbS5Xs","18755264","0x3bae3dedab2123cb:0x7be5d226c1411597","18755264","gmaps_v2","zomato","Westin -Vaysa Paradise","147","1699615207","Westin - Vyasa Paradise","11","1688639100","[]","[dining]",,"N_A"
"ChIJ5XtxoG89rjsRW7KIr7REqeU","59749","0x3bae3d6fa0717be5:0xe5a944b4af88b25b","59749","gmaps_v2","zomato","KFC","4111","1699615207","KFC","6143","1688639100","[]","[dining, delivery]","kfc","zomato_kfc"
"ChIJiV1TDb49rjsR2tRBBdu2xR0","50373","0x3bae3dbe0d535d89:0x1dc5b6db0541d4da","50373","gmaps_v2","zomato","Domino's Pizza","3457","1699615207","Domino's Pizza","12500","1688639100","[]","[dining, delivery]","dominos","zomato_domino's_pizza"
"ChIJafRSQwsXrjsReHlTbN-bKgo","19944362","0x3bae170b4352f469:0xa2a9bdf6c537978","19944362","gmaps_v2","zomato","Pizza Hut","228","1699615207","Pizza Hut","710","1688639100","[]","[dining, delivery]","pizzahut","zomato_pizza_hut"
"ChIJ3QfILXU_rjsRYdko_aFFXCU","19103011","0x3bae3f752dc807dd:0x255c45a1fd28d961","19103011","gmaps_v2","zomato","Gully Treats","737","1699615207","Gully Treats","1688","1688639100","[]","[dining, delivery]","gullytreats","N_A"
"ChIJhYCNhZAXrjsROabgmR0yjZQ","20341872","0x3bae1790858d8085:0x948d321d99e0a639","20341872","gmaps_v2","zomato","ASE Restro Bar","445","1699615207","ASE Restro Bar","10","1688639100","[]","[dining]",,"N_A"
"ChIJq7S5VHI9rjsR-wUMVAauZSo","19167158","0x3bae3d7254b9b4ab:0x2a65ae06540c05fb","19167158","gmaps_v2","zomato","Joy's Kuttanadu Restaurant","481","1699615207","Joy's Kuttanadu Restaurant","3473","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJUfWkNvM9rjsRouT5v5cW7Ts","19979539","0x3bae3df336a4f551:0x3bed1697bff9e4a2","19979539","gmaps_v2","zomato","BURGER ELITE","44","1699615207","Burger Elite","295","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJM0QKpHg9rjsRMEK_I5vGFJ0","53190","0x3bae3d78a40a4433:0x9d14c69b23bf4230","53190","gmaps_v2","zomato","McDonald's","1365","1699615207","McDonald's","4002","1688639100","[]","[dining, delivery]","mcdelivery","zomato_mcdonald's"
"ChIJUc9N7C8WrjsRH9EaDghBQVk","18263257","0x3bae162fec4dcf51:0x594141080e1ad11f","18263257","gmaps_v2","zomato","Sai Cafe Veg","428","1699615207","Sai Cafe Veg","6601","1688639100","[]","[dining, delivery]","orderhere","zomato_sai_cafe_veg"
"ChIJFd8mhTY9rjsRsCXMb0F4AMg","19245395","0x3bae3d368526df15:0xc80078416fcc25b0","19245395","gmaps_v2","zomato","Five Star chicken","127","1687847039","Five Star Chicken","997","1688639100","[]","[dining, delivery]","fivestarchicken","zomato_five_star_chicken"
"ChIJufkU44w9rjsR8l-3VPszM9U","18641023","0x3bae3d8ce314f9b9:0xd53333fb54b75ff2","18641023","gmaps_v2","zomato","Brahmins Thatte Idli","848","1699615207","Brahmins' Thatte Idli","4890","1688639100","[]","[dining, delivery]","facebook","zomato_brahmins'_thatte_idli"
"ChIJw05vJVY9rjsRpxcJ3SRAPSM","19285149","0x3bae3d56256f4ec3:0x233d4024dd0917a7","19285149","gmaps_v2","zomato","MONSTER BITE","5","1687847039","Monster Bite","77","1688639100","[]","[dining, delivery]","nan","N_A"
"ChIJhyekevE9rjsRw3inuIbJekE","18679403","0x3bae3df17aa42787:0x417ac986b8a778c3","18679403","gmaps_v2","zomato","Bangarpet Chats","9","1699615207","Bangarpet Chats","1815","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJ3-YDxCYWrjsRimqkxymvYe0","18494071","0x3bae1626c403e6df:0xed61af29c7a46a8a","18494071","gmaps_v2","zomato","Savi sagar","117","1687847039","Savi Sagar","20100","1688639100","[]","[dining, delivery]","nan","N_A"
"ChIJ00TElAw9rjsRK8FetE3TiHM","18886734","0x3bae3d0c94c444d3:0x7388d34db45ec12b","18886734","gmaps_v2","zomato","Brahmins thatte idli","3066","1699615207","Brahmins' Thatte Idli","5343","1688639100","[]","[dining, delivery]",,"zomato_brahmins'_thatte_idli"
"ChIJt0XoPfgXrjsRQfOG0n8YlJw","19490724","0x3bae17f83de845b7:0x9c94187fd286f341","19490724","gmaps_v2","zomato","SR Biriyani House","140","1699615207","SR Biriyani House","279","1688639100","[]","[dining, delivery]","business","N_A"
"ChIJrV78TzEXrjsRaCDrRjGLoTQ","19191067","0x3bae17314ffc5ead:0x34a18b3146eb2068","19191067","gmaps_v2","zomato","Fat Unicorn","765","1687847039","Fat Unicorn","414","1688639100","[]","[dining, delivery]","nan","N_A"
"ChIJZ2LbqCMWrjsRw0Tq3kbiVSE","19276808","0x3bae1623a8db6267:0x2155e246deea44c3","19276808","gmaps_v2","zomato","Taco Bell","242","1699615207","Taco Bell","2128","1688639100","[]","[dining, delivery]","tacobell","zomato_taco_bell"
"ChIJ0Z3enPQ9rjsRGN2OlQOQ3I0","18679403","0x3bae3df49cde9dd1:0x8ddc9003958edd18","18679403","gmaps_v2","zomato","Bangarpet Chats","405","1699615207","Bangarpet Chats","1815","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJUVE05F89rjsRHv3T0j6Y4zI","53088","0x3bae3d5fe4345151:0x32e3983ed2d3fd1e","53088","gmaps_v2","zomato","Thalassery Restaurant","7147","1699615207","Thalassery Restaurant","6847","1688639100","[]","[dining, delivery]",,"zomato_thalassery_restaurant"
"ChIJCephlHE9rjsRZkccrUFlm-w","19386114","0x3bae3d719461ea09:0xec9b6541ad1c4766","19386114","gmaps_v2","zomato","SOCIALIZE","726","1687847039","Socialize","487","1688639100","[]","[dining, delivery]","instagram","N_A"
"ChIJn4J9d9c8rjsRu5uAAqOo5Fc","54312","0x3bae3cd7777d829f:0x57e4a8a302809bbb","54312","gmaps_v2","zomato","New Agarwal Bhavan","3796","1699615207","New Agarwal Bhavan","7969","1688639100","[]","[dining, delivery]",,"zomato_new_agarwal_bhavan"
"ChIJUz-Qu3g9rjsR0JJ_vA7NX8w","60545","0x3bae3d78bb903f53:0xcc5fcd0ebc7f92d0","60545","gmaps_v2","zomato","Empire Juice Shop","128","1687847039","Empire Juice Shop","82","1688639100","[]","[dining]","nan","N_A"
"ChIJ7VeCWecXrjsRxeztr8WRXPw","50239","0x3bae17e7598257ed:0xfc5c91c5afedecc5","50239","gmaps_v2","zomato","Casino Restaurant","1403","1699615207","Casino Restaurant","5924","1688639100","[]","[dining, delivery]",,"zomato_casino_restaurant"
"ChIJEet-e6g9rjsRbAov00M3WQs","19640173","0x3bae3da87b7eeb11:0xb593743d32f0a6c","19640173","gmaps_v2","zomato","Five star chicken","108","1699615207","Five Star Chicken","351","1688639100","[]","[delivery]","fivestarchicken","N_A"
"ChIJs2W4OO89rjsRjvxlxFmPatY","19847078","0x3bae3def38b865b3:0xd66a8f59c465fc8e","19847078","gmaps_v2","zomato","Hotel Virat","1203","1699615207","Hotel Virat","27","1688639100","[]","[dining]",,"N_A"
"ChIJs_xzWboXrjsRPi4ZSsLliNM","51016","0x3bae17ba5973fcb3:0xd388e5c24a192e3e","51016","gmaps_v2","zomato","The Punjabi Rasoi","2067","1699615207","The Punjabi Rasoi","2219","1688639100","[]","[dining, delivery]","thepunjabirasoi","zomato_the_punjabi_rasoi"
"ChIJLxNvQ7o9rjsRWSXbpDeEFpE","19935066","0x3bae3dba436f132f:0x91168437a4db2559","19935066","gmaps_v2","zomato","K2H- Kichen to home","1","1687847039","K2H - Kitchen To Home","174","1688639100","[]","[delivery]","nan","N_A"
"ChIJaaMcoIE9rjsRjRQxYnHFJAo","61646","0x3bae3d81a01ca369:0xa24c5716231148d","61646","gmaps_v2","zomato","Gowdara Hatti","0","1699615207","Gowdara Hatti","5340","1688639100","[]","[dining, delivery]",,"zomato_gowdara_hatti"
"ChIJK1CJk8E9rjsRLPOLftgxc5Q","19874779","0x3bae3dc19389502b:0x947331d87e8bf32c","19874779","gmaps_v2","zomato","Ganesha Fruit Juice Center","31","1687847039","Ganesh Fruits Juice Centre","38","1688639100","[]","[delivery]","nan","N_A"
"ChIJ_9jtuy8WrjsRFdq69vmGgxA","18630455","0x3bae162fbbedd8ff:0x108386f9f6bada15","18630455","gmaps_v2","zomato","JIGARTHANDA","449","1699615207","Jigarthanda","199","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJT1gg-kU9rjsRzOVGerrCasY","19100115","0x3bae3d45fa20584f:0xc66ac2ba7a46e5cc","19100115","gmaps_v2","zomato","Rajanna Military Hotel","535","1699615207","Rajanna Military Hotel","4461","1688639100","[]","[dining, delivery]",,"zomato_rajanna_military_hotel"
"ChIJUw9J-WQ9rjsR3AnATGd4cRo","20367455","0x3bae3d64f9490f53:0x1a7178674cc009dc","20367455","gmaps_v2","zomato","HORIZON","83","1699615207","Horizon","26","1688639100","[]","[dining]","marriott","N_A"
"ChIJ35w48SAWrjsRPGuw6nCVFwg","18717025","0x3bae1620f1389cdf:0x8179570eab06b3c","18717025","gmaps_v2","zomato","Karnataka biryani point","283","1687847039","Karnataka Biryani Point","2728","1688639100","[]","[dining, delivery]","nan","zomato_karnataka_biryani_point"
"ChIJnfDe8Sw9rjsRkbVSTI44p4g","57754","0x3bae3d2cf1def09d:0x88a7388e4c52b591","57754","gmaps_v2","zomato","Tarama Kolkata fast food","5","1699615207","Tarama Kolkata Fast Food","17","1688639100","[]","[dining]",,"N_A"
"ChIJcRMu44kXrjsR05LR8im1hqc","18717025","0x3bae1789e32e1371:0xa786b529f2d192d3","18717025","gmaps_v2","zomato","Karnataka Biriyani Point","0","1699615207","Karnataka Biryani Point","2728","1688639100","[]","[dining, delivery]",,"zomato_karnataka_biryani_point"
"ChIJw2h60Po9rjsRULDpEkSvulc","19042868","0x3bae3dfad07a68c3:0x57baaf4412e9b050","19042868","gmaps_v2","zomato","BIKANER SWEETS","482","1699615207","Bikaner Sweets","29","1688639100","[]","[delivery]",,"N_A"
"ChIJ19Gew3g9rjsRNNRcuw2GMmg","52053","0x3bae3d78c39ed1d7:0x6832860dbb5cd434","52053","gmaps_v2","zomato","Sheraton Grand Bangalore Hotel at Brigade Gateway","15807","1699615207","Feast - Sheraton Grand Bangalore Hotel at Brigade Gateway","1469","1688639100","[]","[dining, delivery]","marriott","N_A"
"ChIJt_If9tc9rjsRBo8REVtllXo","19745849","0x3bae3dd7f61ff2b7:0x7a95655b11118f06","19745849","gmaps_v2","zomato","MM Prashanth Hotel","98","1699615207","MM Prashanth Hotel","60","1688639100","[]","[delivery]",,"N_A"
"ChIJOVuKYBUXrjsRJtH2aVx9G50","19869532","0x3bae1715608a5b39:0x9d1b7d5c69f6d126","19869532","gmaps_v2","zomato","Bhramins Fast Food","8","1699615207","Brahmins Fast Food","22","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJAbUUDI89rjsRBJo0nkxADK8","18436379","0x3bae3d8f0c14b501:0xaf0c404c9e349a04","18436379","gmaps_v2","zomato","Shree Sai Dosa Center","3256","1699615207","Shree Sai Dosa Center","74","1688639100","[]","[dining]",,"N_A"
"ChIJJdojHeIXrjsRPVbB9FH9ASI","19217675","0x3bae17e21d23da25:0x2201fd51f4c1563d","19217675","gmaps_v2","zomato","Maggi Mane","411","1699615207","Maggi Mane","431","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJt9gCZoI9rjsRLvvCt0_4pqY","53382","0x3bae3d826602d8b7:0xa6a6f84fb7c2fb2e","53382","gmaps_v2","zomato","Domino's Pizza","4727","1699615207","Domino's Pizza","9943","1688639100","[]","[dining, delivery]","dominos","zomato_domino's_pizza"
"ChIJGZVU42E9rjsRpr5fk39W-d4","19011854","0x3bae3d61e3549519:0xdef9567f935fbea6","19011854","gmaps_v2","zomato","Lassi Cafe","21","1687847039","Lassi Cafe","0","1688639100","[]","[dining, delivery]","nan","zomato_lassi_cafe"
"ChIJl2vxQcA9rjsR8bqmRSsLpm8","52745","0x3bae3dc041f16b97:0x6fa60b2b45a6baf1","52745","gmaps_v2","zomato","JUST BAKE","328","1687847039","Just Bake.","46","1688639100","[]","[dining]","justbake","zomato_just_bake."
"ChIJqfQAJN4XrjsRMHZYJVQlOhg","18530366","0x3bae17de2400f4a9:0x183a255425587630","18530366","gmaps_v2","zomato","Jeet Punjabi Tadka","227","1687847039","Jeet Punjabi Tadka","411","1688639100","[]","[dining, delivery]","nan","N_A"
"ChIJuXkfsCc9rjsR_D9j4W5-NLo","53528","0x3bae3d27b01f79b9:0xba347e6ee1633ffc","53528","gmaps_v2","zomato","KFC","3676","1699615207","KFC","21900","1688639100","[]","[dining, delivery]","kfc","zomato_kfc"
"ChIJA_wzk4s9rjsRUoKlKSWtdGs","18555065","0x3bae3d8b9333fc03:0x6b74ad2529a58252","18555065","gmaps_v2","zomato","Chikpet Donne Biryani House","868","1699615207","Chikpet Donne Biriyani House","5379","1688639100","[]","[dining, delivery]","business","N_A"
"ChIJg8RoOt4XrjsRClrQ2zkrKzQ","56600","0x3bae17de3a68c483:0x342b2b39dbd05a0a","56600","gmaps_v2","zomato","Shahi Darbar Rolls Center","1655","1699615207","Shahi Darbar Roll Centre","64","1688639100","[]","[dining]",,"N_A"
"ChIJl2vxQcA9rjsR8bqmRSsLpm8","18960743","0x3bae3dc041f16b97:0x6fa60b2b45a6baf1","18960743","gmaps_v2","zomato","JUST BAKE","328","1687847039","Just Bake","8","1688639100","[]","[dining]","justbake","zomato_just_bake"
"ChIJJdY3l4U9rjsRVME8JH-0nDk","19721357","0x3bae3d859737d625:0x399cb47f243cc154","19721357","gmaps_v2","zomato","Friends Chinese Corner","639","1699615207","Friends Chinese Corner","61","1688639100","[]","[delivery]",,"N_A"
"ChIJTahdookXrjsRiUaz-HzM4zM","19444584","0x3bae1789a25da84d:0x33e3cc7cf8b34689","19444584","gmaps_v2","zomato","New Agarwal Bhawan","155","1699615207","New Agarwal Bhavan","1259","1688639100","[]","[dining, delivery]",,"zomato_new_agarwal_bhavan"
"ChIJjZjdzXU9rjsRMfcWqIJU9qA","55860","0x3bae3d75cddd988d:0xa0f65482a816f731","55860","gmaps_v2","zomato","Sharadhi Lunch Home","20","1687847039","Shradhi Lunch Home","4","1688639100","[]","[dining]","nan","N_A"
"ChIJX8WE6Jw9rjsR1S2pXqZ7GoU","57683","0x3bae3d9ce884c55f:0x851a7ba65ea92dd5","57683","gmaps_v2","zomato","Masti Masala","744","1699615207","Masti Masala","5221","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJBVhp5_o9rjsRZBsPC-8CqP0","18499683","0x3bae3dfae7695805:0xfda802ef0b0f1b64","18499683","gmaps_v2","zomato","Domino's Pizza","4111","1699615207","Domino's Pizza","78","1688639100","[]","[dining, delivery]","dominos","zomato_domino's_pizza"
"ChIJjXFkpr49rjsRtIlC_35H2Cg","56628","0x3bae3dbea664718d:0x28d8477eff4289b4","56628","gmaps_v2","zomato","ayodhya sagar","2334","1699615207","Ayodhya Sagar","8766","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJqQWkYuAXrjsRTCACmNA_qVw","58367","0x3bae17e062a405a9:0x5ca93fd09802204c","58367","gmaps_v2","zomato","Bengal Biriyani","589","1699615207","Bengal Biriyani","47","1688639100","[]","[dining]",,"N_A"
"ChIJmatYSw4XrjsRYSo8rPbSsyo","18706501","0x3bae170e4b58ab99:0x2ab3d2f6ac3c2a61","18706501","gmaps_v2","zomato","THE BIG BELLYZ","1132","1699615207","The Big Bellyz","989","1688639100","[]","[dining, delivery]","business","zomato_the_big_bellyz"
"ChIJe92C2uU9rjsRHneJTdgLBFw","19698247","0x3bae3de5da82dd7b:0x5c040bd84d89771e","19698247","gmaps_v2","zomato","Jai Matharani Chats","92","1699615207","Jai Mata Rani Chats","93","1688639100","[]","[delivery]",,"N_A"
"ChIJiYPWA_E9rjsRZ_OSNfSwVkE","18419818","0x3bae3df103d68389:0x4156b0f43592f367","18419818","gmaps_v2","zomato","Donne Biryani House","494","1699615207","Donne Biriyani House","771","1688639100","[]","[dining, delivery]",,"N_A"
"ChIJUxiDFM09rjsRq2Acc4Ql-y0","19577743","0x3bae3dcd14831853:0x2dfb2584731c60ab","19577743","gmaps_v2","zomato","R R FAST FOOD","29","1699615207","R R Gobi Corner & Tiffen Center","113","1688639100","[]","[delivery]",,"N_A"
