id,bathrooms,bedrooms,price,name,lat,lng,type,desc,covered_area,carpet_area,trans_type,source
ZFJ4BLCHoylzpSvf+uAgZw==,2.0,3.0,12816817.0,3BHK Multistorey Apartment for New Property in Kumar Prospera at Hennur Main Road,13.0231661,77.6309661,,,1710.0,,New Property,MagicBricks
ff808181687aff7c01687b0f609407d2,2.0,2.0,7150000.0,2 BHK Flat  In Vm Meadows For Sale  In Horamavu,13.0248447,77.6604381,AP,,1125.0,902.0,BUY,NoBroker
8a9ff28285c832430185c872e31f23d7,2.0,2.0,4900000.0,2 BHK Flat  In Sree Dhanyatha Apartment For Sale  In Banaswadi,13.017170265670304,77.6566286441803,AP,"Sree Dhanyatha Apartments in Gopal Reddy Layout, Bangalore East by SreeReddy Properties is a residential project.
The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living.",1119.0,913.0,BUY,NoBroker
8a9ff68389fd68e20189fdc033ea4adf,2.0,2.0,9500000.0,2 BHK Flat  In Aishwarya Apartments  For Sale  In Ulsoor,12.9764162,77.6266741,AP,,933.0,795.0,BUY,NoBroker
8a9fa6848bfc8fb2018bfca7df9d0a11,5.0,3.0,29500000.0,"3 BHK Flat  In Elegant Eden For Sale  In Cleveland Town, Pulikeshi Nagar",12.99577110565902,77.61499375767207,AP,"SUMMARY: 3 Bedrooms with attached bathrooms.  Additional Servant room with attached Servant bathroom . Additional Toilet attached to Dinning Hall. 4 BALCONIES. 2 CAR PARKS (Covered)

LUXURY ADDITION: Fenesta Soundproof windows installed. Complete  soundproofing. Italian marble flooring.

DOCUMENTATION : All documents in perfect order, especially Occupancy Certificate, No loans on the property.",2500.0,2352.0,BUY,NoBroker
8a9fb0838c676459018c67d4dc7749a4,2.0,2.0,7300000.0,2 BHK Flat  In Keerthi Royale For Sale  In Banaswadi,13.0140788,77.6613126,AP,,1200.0,,BUY,NoBroker
ff80818163ca7f280163cfb893a227a3,5.0,3.0,45000000.0,3 BHK Flat  In Chandana Apartments For Sale  In Shivaji Nagar,12.9803602,77.606757,AP,,3800.0,2160.0,BUY,NoBroker
8a9ffc8288c4852b0188c4aa6c6910ff,3.0,3.0,19000000.0,"3 BHK Flat  In Sv Grande Apartment, Banswadi For Sale  In Banswadi",13.009924,77.6554338,AP,,1670.0,1350.0,BUY,NoBroker
8a9fdd838a6844df018a69310d9c0312,2.0,2.0,8000000.0,2 BHK Flat  In Vm Meadows For Sale  In Horamavu,13.0248447,77.6604381,AP,,1610.0,1288.0,BUY,NoBroker
8a9fb6838abfd10c018ac02811b3154c,2.0,2.0,6000000.0,2 BHK Flat  In Horizon View For Sale  In Banaswadi,13.0103761,77.6481944,AP,"For sale
2 bhk flat 
2 of 2 floors 
950 sqft
East facing semi-furnished apartment
 Vijayabank colony
Banaswadi
(Now on rent - ?17000/-) 
behind Reliance smart on outer ring road
Near Baldwin school and New horizon college
All amenities available in the vicinity
Price 60lakhs ************ 
If *********** ****** contact 
********** *** **** ********* Shriyan",930.0,744.0,BUY,NoBroker
