id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,rating,place_url,source,category,top_category,type,created_at,date,number_of_reviews,url,reviews_per_day
ChIJ82NqvCUWrjsRC33A4yTYQWk,Central Tiffin Room,12.998143196105955,77.5695571899414,0x3bae1625bc6a63f3:0x6941d824e3c07d0b,N_A,N_A,31067,4.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJ82NqvCUWrjsRC33A4yTYQWk,gmaps_v2,restaurant,food,N_A,1699615207,1576378640.0,31901,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300399045516092403!2y7584580900420091147!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,21.780781997927612
ChIJe9qj3xs9rjsRDN6CamLC-Co,The Rameshwaram Cafe @ Rajajinagar,13.008336067199709,77.55457305908203,0x3bae3d1bdfa3da7b:0x2af8c2626a82de0c,therameshwaramcafe,The Rameshwaram Cafe,6126,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJe9qj3xs9rjsRDN6CamLC-Co,gmaps_v2,restaurant,food,N_A,1699615207,1673883039.0,7599,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300441884110871163!2y3096438471766760972!2m2!2i10!3sCAESB0VnTUlwanM=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,20.569055821491606
18731537,Empire Restaurant,12.9976036742,77.5466628,18731537,zomato_empire_restaurant,Empire Restaurant,72900,4.2,,zomato,restaurant,food,N_A,1688639100,1531074600.0,15705,,19.98724331940253
ChIJdUqCoeU9rjsR9bX8PfM2cCQ,DMart Vijayanagar,12.974546432495115,77.54723358154297,0x3bae3de5a1824a75:0x247036f33dfcb5f5,dmartindia,Dmart,25564,4.0,https://www.google.com/maps/place/?q=place_id:ChIJdUqCoeU9rjsR9bX8PfM2cCQ,gmaps_v2,supermarket,retail,N_A,1700469324,1553057797.0,25785,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300442750651878005!2y2625659001101923829!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,14.983425278540125
ChIJ7cHniA0XrjsRphFICM9bwX4,Mugdha - Malleshwaram - Luxury Saree Store in Bangalore,13.001771926879885,77.56925201416016,0x3bae170d88e7c1ed:0x7ec15bcf084811a6,mugdha,Mugdha,5055,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJ7cHniA0XrjsRphFICM9bwX4,gmaps_v2,clothing_store,retail,N_A,1687847039,1657898804.0,5735,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400041084305901!2y9133682464039375270!2m2!2i10!3sCAESB0VnTUk0aXc=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,14.583563939577742
18535584,Savi Sagar,13.0400963505,77.5188251585,18535584,N_A,N_A,62300,4.0,,zomato,restaurant,food,N_A,1688639100,1500489000.0,4770,,14.304324047661947
ChIJS4tnGCQWrjsRxjyX4YmdJyI,Hallimane Restaurant,12.995495796203612,77.57178497314453,0x3bae162418678b4b:0x22279d89e1973cc6,N_A,N_A,23330,4.0,https://www.google.com/maps/place/?q=place_id:ChIJS4tnGCQWrjsRxjyX4YmdJyI,gmaps_v2,restaurant,food,N_A,1699615207,1536597870.0,23585,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300399038469475147!2y2461108936902130886!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,12.365016120954055
ChIJs1OiG489rjsR3OA2ita5gm0,Hotel Sagar,12.996706008911133,77.55435180664062,0x3bae3d8f1ba253b3:0x6d82b9d68a36e0dc,N_A,N_A,19392,4.199999809265137,https://www.google.com/maps/place/?q=place_id:ChIJs1OiG489rjsR3OA2ita5gm0,gmaps_v2,restaurant,food,N_A,1699615207,1563794216.0,19964,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300442379038643123!2y7891073828199522524!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,12.335860515109921
60432,Al-Bek,12.9779527233,77.5531101599,60432,zomato_al-bek,Al-Bek,71200,4.1,,zomato,restaurant,food,N_A,1688639100,1427653800.0,7832,,11.785491366755139
ChIJu3I7G109rjsR-uEJv4W-MAg,Empire Restaurant Rajajinagar,12.997612953186035,77.54667663574219,0x3bae3d5d1b3b72bb:0x830be85bf09e1fa,hotelempire,Hotel Empire,17270,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJu3I7G109rjsR-uEJv4W-MAg,gmaps_v2,restaurant,food,N_A,1699615207,1557472781.0,18209,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300442164283536059!2y590181032830558714!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,10.497414754972594
ChIJK7_BVdsXrjsRsj9bRsn2aXs,Truffles - Sanjaynagar,13.02825164794922,77.57311248779297,0x3bae17db55c1bf2b:0x7b69f6c9465b3fb2,truffles,Truffles,19685,4.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJK7_BVdsXrjsRsj9bRsn2aXs,gmaps_v2,restaurant,food,N_A,1699615207,1517908249.0,19957,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400924989439787!2y8892910283548999602!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,9.360037825298908
ChIJ1znC6y4WrjsRnHG7-SQMSz8,Veena Stores,13.005661010742188,77.56932067871094,0x3bae162eebc239d7:0x3f4b0c24f9bb719c,N_A,N_A,17659,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJ1znC6y4WrjsRnHG7-SQMSz8,gmaps_v2,restaurant,food,N_A,1699615207,1497010867.0,18151,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300399084965083607!2y4560752400590926236!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,7.530626441664577
19163639,Punjabi Nawabi,12.9855957067,77.5490623713,19163639,zomato_punjabi_nawabi,Punjabi Nawabi,18700,3.4,,zomato,restaurant,food,N_A,1688639100,1567276200.0,2399,,6.656399937707487
ChIJR9z_ekkXrjsRlIF8N3Qv0ZM,Haldiram's,12.981276512145996,77.56362915039062,0x3bae17497affdc47:0x93d12f74377c8194,haldirams,Haldiram's,153,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJR9z_ekkXrjsRlIF8N3Qv0ZM,gmaps_v2,restaurant,food,N_A,1699615207,1697438598.0,203,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400298549042247!2y10651346769901552020!2m2!2i10!3sCAESB0VnTUl5QUU=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,6.073300257418765
ChIJVebsyCEXrjsRp468TZERT4o,Malabar Gold and Diamonds - Malleshwaram - Bangalore,12.993208885192873,77.57160186767578,0x3bae1721c8ece655:0x8a4f11914dbc8ea7,malabargoldanddiamonds,Malabar Gold & Diamonds,5401,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJVebsyCEXrjsRp468TZERT4o,gmaps_v2,jewelry_store,retail,N_A,1687847039,1610240820.0,6852,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400128057730645!2y9966203816166330023!2m2!2i10!3sCAESB0VnTUl3alU=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,6.013002643512371
18643047,Leon's Burgers & Wings,13.0284745765,77.5717867166,18643047,zomato_leon's_burgers_&_wings,Leon's Burgers & Wings,23000,4.0,,zomato,restaurant,food,N_A,1688639100,1518114600.0,3062,,5.826728710537195
18904536,Dhanalakshmi Grand,13.0081443064,77.571106106,18904536,zomato_dhanalakshmi_grand,Dhanalakshmi Grand,18700,4.0,,zomato,restaurant,food,N_A,1688639100,1545762600.0,240,,5.654113867570944
18657255,Wok Chow,13.0300078457,77.5627168268,18657255,zomato_wok_chow,Wok Chow,20400,4.0,,zomato,restaurant,food,N_A,1688639100,1523730600.0,2535,,5.344054430184011
ChIJscSlML49rjsRFQiyBpjvASo,Priyadarshini Grand Hotel,12.990147590637209,77.53770446777344,0x3bae3dbe30a5c4b1:0x2a01ef9806b20815,N_A,N_A,15889,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJscSlML49rjsRFQiyBpjvASo,gmaps_v2,restaurant,food,N_A,1699615207,1440506307.0,16089,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300442581254653105!2y3026963860796082197!2m2!2i10!3sCAESB0VnTUkwSDA=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,5.298195469163738
ChIJAV62v3g9rjsRT7TFt6zi4Uk,Orion Mall Food Court,13.011700630187988,77.55490112304688,0x3bae3d78bfb65e01:0x49e1e2acb7c5b44f,N_A,N_A,12116,4.199999809265137,https://www.google.com/maps/place/?q=place_id:ChIJAV62v3g9rjsRT7TFt6zi4Uk,gmaps_v2,restaurant,food,N_A,1699615207,1501326584.0,12184,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300442283007172097!2y5323785465974076495!2m2!2i10!3sCAESB0VnTUlsRjg=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,5.279286245282968
ChIJcRSlmWs9rjsRCn84mtvjlRo,"Maruti Suzuki ARENA (RNS Motors, Bengaluru, Yeshwanthpur)",13.027915954589844,77.54234313964844,0x3bae3d6b99a51471:0x1a95e3db9a387f0a,N_A,N_A,12976,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJcRSlmWs9rjsRCn84mtvjlRo,gmaps_v2,coffee_shop,food,N_A,1687847039,1474612660.0,14249,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300442226533930097!2y1915687748840750858!2m2!2i10!3sCAESB0VnTUlvRzg=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,5.257718784643071
18503724,Hotel Karavali Food Point,12.9729712952,77.5399083272,18503724,N_A,N_A,20200,3.8,,zomato,restaurant,food,N_A,1688639100,1519929000.0,2811,,5.172422990680463
ChIJCawS47U9rjsRNO_wnS6VCXY,Kakal Kai Ruchi @ Rajajinagar,13.000823974609377,77.55280303955078,0x3bae3db5e312ac09:0x7609952e9df0ef34,kakalkairuchi,Kakal Kairuchi,654,3.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJCawS47U9rjsRNO_wnS6VCXY,gmaps_v2,restaurant,food,N_A,1699615207,1688299791.0,866,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300442545593429001!2y8505493398716739380!2m2!2i10!3sCAESB0VnTUkzQVk=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,4.993682954298808
ChIJXyPq4xAXrjsR5NLk4iOzn94,Punjab Grill,12.981531143188477,77.56309509277344,0x3bae1710e3ea235f:0xde9fb323e2e4d2e4,lbf,Lite Bite Foods,1428,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJXyPq4xAXrjsR5NLk4iOzn94,gmaps_v2,restaurant,food,N_A,1699615207,1674121271.0,1609,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400055496090463!2y16041737364428870372!2m2!2i10!3sCAESB0VnTUl3QXc=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,4.839550864174131
ChIJNRnGGlg9rjsRfmrspGf0jUE,Leon's Burgers & Wings - Rajajinagar,12.99733066558838,77.5478286743164,0x3bae3d581ac61935:0x418df467a4ec6a7e,N_A,N_A,3802,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJNRnGGlg9rjsRfmrspGf0jUE,gmaps_v2,restaurant,food,N_A,1699615207,1630862447.0,3769,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300442142801008949!2y4723700310167284350!2m2!2i10!3sCAESB0VnTUlzQjA=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,4.777885280532738
60760,Priyadarshini Grand,12.9901462968,77.5377672538,60760,N_A,N_A,28000,4.3,,zomato,restaurant,food,N_A,1688639100,1433010600.0,5024,,4.731866751946673
18480520,Le Arabia,12.9985510623,77.5423340499,18480520,N_A,N_A,21700,4.1,,zomato,restaurant,food,N_A,1688639100,1490207400.0,4699,,4.724245168488705
18904625,New SLV Gowdru Hindu Miltry Hotel,13.0415634,77.5144934,18904625,N_A,N_A,15300,3.8,,zomato,restaurant,food,N_A,1688639100,1545849000.0,1038,,4.628892339174775
18904100,Onesta,12.9975556513,77.5473474339,18904100,zomato_onesta,Onesta,14900,4.1,,zomato,restaurant,food,N_A,1688639100,1545676200.0,3324,,4.5024268534004275
