id,name,lat,lng,cid,number_of_votes,place_url,source,category,created_at,number_of_reviews,date
58099,Northwind,12.9979672756,77.5813873485,,528,,zomato,restaurant,1688639100,9742,1397932200.0
20347974,Kamat Aahaar,12.9941718122,77.5713837147,,25,,zomato,restaurant,1688639100,9742,1397932200.0
19243703,Aaradhya Family Restaurant,12.9762299648,77.5452744216,,292,,zomato,restaurant,1688639100,9742,1397932200.0
19060783,Tasty Food,13.0311883324,77.5623041019,,451,,zomato,restaurant,1688639100,9742,1397932200.0
19784050,Manoo's Cafe,13.0370077164,77.5656126067,,30,,zomato,restaurant,1688639100,9742,1397932200.0
19692472,Double Scoop,13.034786267,77.5640740246,,96,,zomato,restaurant,1688639100,9742,1397932200.0
54425,Sanman,12.9865245187,77.5744820014,,199,,zomato,restaurant,1688639100,9742,1397932200.0
19480261,LJ Iyengar's Cakes N Cookies Sweets,13.0039350982,77.5653282925,,156,,zomato,restaurant,1688639100,9742,1397932200.0
51366,The Higher Taste,13.0092942469,77.5513363195,,1444,,zomato,restaurant,1688639100,9742,1397932200.0
57779,Hotel Elite,13.023884838,77.5483740494,,152,,zomato,restaurant,1688639100,9742,1397932200.0
18022248,South Idlis,13.0079430762,77.5564146414,,15400,,zomato,restaurant,1688639100,9742,1397932200.0
19894462,Signature Cafe,12.9905052,77.5488415,,16,,zomato,restaurant,1688639100,9742,1397932200.0
50948,Swathi,12.9978983449,77.5501781702,,5959,,zomato,restaurant,1688639100,9742,1397932200.0
18892261,Paradise Cafe,13.0153045331,77.5292535871,,3193,,zomato,restaurant,1688639100,9742,1397932200.0
19727521,Glen's Bakehouse,13.0280504,77.5729675,,2358,,zomato,restaurant,1688639100,9742,1397932200.0
56353,Kava - Fairfield By Marriott,12.9833254444,77.5601445884,,1002,,zomato,restaurant,1688639100,9742,1397932200.0
19347158,Half Tea,13.0003056808,77.5511923805,,10,,zomato,restaurant,1688639100,9742,1397932200.0
19619585,District 6 Pub Brewery & Kitchen,13.0122730832,77.5545498356,,457,,zomato,restaurant,1688639100,9742,1397932200.0
20171732,Mystique Palate,13.004079163,77.5538014993,,207,,zomato,restaurant,1688639100,9742,1397932200.0
19937995,Glazedd,13.00453404,77.5543390686,,23,,zomato,restaurant,1688639100,9742,1397932200.0
19714534,Hotel Advithi Ruchi,13.0149092708,77.533108592,,35,,zomato,restaurant,1688639100,9742,1397932200.0
19783118,Five Star Chicken & Koli Hut,12.9962867987,77.5711406395,,67,,zomato,restaurant,1688639100,9742,1397932200.0
19831032,Sree Annapurneshwari Hotel,12.9888591113,77.5455607474,,53,,zomato,restaurant,1688639100,9742,1397932200.0
18722746,Kava Bar - Fairfield By Marriott,12.9832976744,77.5601382181,,24,,zomato,restaurant,1688639100,9742,1397932200.0
19895427,Taste Of Kolkata,13.0410733,77.5541541,,393,,zomato,restaurant,1688639100,9742,1397932200.0
18871031,Yumjar,12.9918284488,77.5367688015,,109,,zomato,restaurant,1688639100,9742,1397932200.0
19555864,Magadi Junction,12.9738286033,77.5513211265,,35,,zomato,restaurant,1688639100,9742,1397932200.0
20181172,Kings Biryani & Kebab,12.972689326,77.538993482,,16,,zomato,restaurant,1688639100,9742,1397932200.0
18390995,Hatch,13.0238766717,77.5483763963,,249,,zomato,restaurant,1688639100,9742,1397932200.0
19476422,Kadak Biryanis & Grill,13.02926,77.56132,,6171,,zomato,restaurant,1688639100,9742,1397932200.0
19104633,Abhiruchi,12.9905429054,77.5758847967,,28,,zomato,restaurant,1688639100,9742,1397932200.0
19717323,Ramanaa's Biriyani,12.9929039,77.562688,,124,,zomato,restaurant,1688639100,9742,1397932200.0
18369825,Tea Samskruthi,13.0070741257,77.5712328404,,24,,zomato,restaurant,1688639100,9742,1397932200.0
20381142,Five Star & Koli Hut,13.0150079,77.532831,,0,,zomato,restaurant,1688639100,,
19916244,Baradari,12.9916313,77.5705995,,31,,zomato,restaurant,1688639100,9742,1397932200.0
58905,Shreyas,12.997216224,77.5806819275,,4,,zomato,restaurant,1688639100,9742,1397932200.0
19412197,Asha Melange,13.0008407864,77.5722980127,,95,,zomato,restaurant,1688639100,9742,1397932200.0
19795480,Asha Melange,13.0042091807,77.5513432547,,164,,zomato,restaurant,1688639100,9742,1397932200.0
19448629,Fish Land KSCFF,13.0120852497,77.5357750431,,910,,zomato,restaurant,1688639100,9742,1397932200.0
18679521,New Shetty Lunch Home,12.9981449926,77.5521147251,,9,,zomato,restaurant,1688639100,9742,1397932200.0
19577654,Rice Sambar,13.0193407466,77.5618115813,,438,,zomato,restaurant,1688639100,9742,1397932200.0
60777,Amrith Ice Cream,12.999156082,77.5652330741,,103,,zomato,restaurant,1688639100,9742,1397932200.0
18855933,Omleterian,13.027145,77.561011,,777,,zomato,restaurant,1688639100,9742,1397932200.0
18541087,Shahi Taj,13.0434593118,77.5116502494,,5494,,zomato,restaurant,1688639100,9742,1397932200.0
55570,Have More,13.0271408793,77.5717857108,,3604,,zomato,restaurant,1688639100,9742,1397932200.0
60760,Priyadarshini Grand,12.9901462968,77.5377672538,,28000,,zomato,restaurant,1688639100,9742,1397932200.0
19104763,Big Mishra Pedha,13.0022523749,77.552966997,,110,,zomato,restaurant,1688639100,9742,1397932200.0
18662031,Indira Canteen,13.0431722076,77.5132438168,,1,,zomato,restaurant,1688639100,,
18679531,Mr Savji,12.997836928,77.5548381731,,22,,zomato,restaurant,1688639100,9742,1397932200.0
19127529,World On A Plate - Citrine Hotel,12.9866653267,77.574464567,,321,,zomato,restaurant,1688639100,9742,1397932200.0
18975718,Chikpet Donne Biriyani Mane,12.9882932703,77.5381206349,,498,,zomato,restaurant,1688639100,9742,1397932200.0
60535,New Fish Land,12.9972358252,77.5718990341,,91,,zomato,restaurant,1688639100,9742,1397932200.0
18728530,Mayura 1989,12.9761505732,77.5527336448,,2134,,zomato,restaurant,1688639100,9742,1397932200.0
18499693,Jameela Hotel,12.9734737879,77.5500299782,,14,,zomato,restaurant,1688639100,9742,1397932200.0
19792611,Shree Veerabhadreshwara Rotti Holige Mane,12.9866035803,77.5454661995,,151,,zomato,restaurant,1688639100,9742,1397932200.0
19010800,Grameena Siripakaa,12.972535779,77.5387945399,,22,,zomato,restaurant,1688639100,9742,1397932200.0
19520539,Nandhitha Foods,13.0301123716,77.5630980358,,61,,zomato,restaurant,1688639100,9742,1397932200.0
57741,Annapurna North Indian & Chinese Restaurant,13.0226863506,77.5527768955,,149,,zomato,restaurant,1688639100,9742,1397932200.0
18502120,Ganga Delicacy,12.9951309742,77.55175028,,15,,zomato,restaurant,1688639100,9742,1397932200.0
19786419,Chhotu Kolhapuri,12.9961584103,77.5513717532,,30,,zomato,restaurant,1688639100,9742,1397932200.0
19276338,Geet's kitchen,12.9835090525,77.5650238618,,381,,zomato,restaurant,1688639100,9742,1397932200.0
19256619,Wok Face,13.0004700021,77.5722812489,,21,,zomato,restaurant,1688639100,9742,1397932200.0
18648920,New Udupi Grand Hotel,12.975801642,77.5589520112,,26,,zomato,restaurant,1688639100,9742,1397932200.0
52006,Nikki's,13.0142461432,77.5737279654,,62,,zomato,restaurant,1688639100,9742,1397932200.0
19823790,Urban Box,13.0075538,77.5469524,,22,,zomato,restaurant,1688639100,9742,1397932200.0
18313528,Donne Biryani Angadi Mane,13.0289263268,77.561487034,,2778,,zomato,restaurant,1688639100,9742,1397932200.0
19632156,Pastries Park,13.0041183644,77.5712261349,,272,,zomato,restaurant,1688639100,9742,1397932200.0
19099523,Vijayanagar Nalapak,12.996647,77.567601,,9,,zomato,restaurant,1688639100,9742,1397932200.0
18989809,Antarastriya,12.9992844688,77.5493165106,,3931,,zomato,restaurant,1688639100,9742,1397932200.0
19011638,New Swathi Grand Pure Veg,13.0301234775,77.5595025346,,796,,zomato,restaurant,1688639100,9742,1397932200.0
19268619,Sigdee,13.0300582,77.5622111,,136,,zomato,restaurant,1688639100,9742,1397932200.0
19600457,Moonlight Restaurant,13.0340333672,77.5672584772,,53,,zomato,restaurant,1688639100,9742,1397932200.0
53673,Fish Corner,13.0284588975,77.5616724417,,1618,,zomato,restaurant,1688639100,9742,1397932200.0
19210062,Sweet Zone,13.0343351806,77.5646587461,,81,,zomato,restaurant,1688639100,9742,1397932200.0
18613859,Bademiyan Kebabs,13.0113786678,77.5546031445,,234,,zomato,restaurant,1688639100,9742,1397932200.0
53351,The Terrace Tandoor & Grill Restaurant,12.9815334612,77.5769519806,,40,,zomato,restaurant,1688639100,9742,1397932200.0
20322203,India Sweet House,12.9728480634,77.538711082,,64,,zomato,restaurant,1688639100,9742,1397932200.0
19671256,Grand Samrudhdi,12.9957376357,77.5400327146,,73,,zomato,restaurant,1688639100,9742,1397932200.0
19626383,Delhi Dinner Darbar,13.0342917378,77.5646553934,,322,,zomato,restaurant,1688639100,9742,1397932200.0
19530955,Le MoMo,13.0307784158,77.5699542944,,2173,,zomato,restaurant,1688639100,9742,1397932200.0
55660,Tasty Paradise,12.9899581199,77.5727620348,,1458,,zomato,restaurant,1688639100,9742,1397932200.0
18502142,Sri Balaji Juice And Chats,12.9739553696,77.5445800647,,5,,zomato,restaurant,1688639100,9742,1397932200.0
19734847,Mandya Pork Military Hotel,12.9778857473,77.5448107347,,325,,zomato,restaurant,1688639100,9742,1397932200.0
18533361,Justbe Resto Cafe,13.0072103486,77.5794424117,,761,,zomato,restaurant,1688639100,9742,1397932200.0
18927721,The Light House Restaurant,13.02831648,77.572192736,,1239,,zomato,restaurant,1688639100,9742,1397932200.0
19838613,R R Spicy Bangarpet Chat House,12.9708074288,77.5586063415,,26,,zomato,restaurant,1688639100,9742,1397932200.0
19524710,Eric World,13.0320856,77.5695509,,189,,zomato,restaurant,1688639100,9742,1397932200.0
19734939,Street Foods By Punjab Grill,13.0107648577,77.5550212339,,18,,zomato,restaurant,1688639100,9742,1397932200.0
18568312,La Heaven,13.0073560449,77.5711822137,,2483,,zomato,restaurant,1688639100,9742,1397932200.0
56508,Oottupura,13.0338282383,77.5640428439,,579,,zomato,restaurant,1688639100,9742,1397932200.0
20211103,Geometry Gastropub,13.036829,77.566105,,380,,zomato,restaurant,1688639100,9742,1397932200.0
52713,1522 - The Pub,13.0079443829,77.5571096689,,3088,,zomato,restaurant,1688639100,9742,1397932200.0
19046709,Chicken County Restaurant,12.9877483367,77.53787186,,1274,,zomato,restaurant,1688639100,9742,1397932200.0
18814362,Nandhana Mithai,12.9898503101,77.5503850356,,6,,zomato,restaurant,1688639100,9742,1397932200.0
56324,Sangria Wine Lounge,13.0304393414,77.570489198,,444,,zomato,restaurant,1688639100,9742,1397932200.0
18566117,Swathi Restaurant,12.9892024703,77.5721826777,,75,,zomato,restaurant,1688639100,9742,1397932200.0
18515580,Frozenheit⁶,13.0042656959,77.5492732599,,3162,,zomato,restaurant,1688639100,9742,1397932200.0
18951997,Hangyo,12.9924720347,77.5759384409,,238,,zomato,restaurant,1688639100,9742,1397932200.0
19830170,Tuscany Pizzeria,12.9884523724,77.5497728214,,16,,zomato,restaurant,1688639100,9742,1397932200.0
20248605,Gilly's Resto Bar,13.0117968109,77.5549914386,,145,,zomato,restaurant,1688639100,9742,1397932200.0
52313,Azure - Taj Yeshwantpur,13.0289119544,77.5404655561,,172,,zomato,restaurant,1688639100,9742,1397932200.0
20075485,Ammbari,12.9818461199,77.5330334902,,132,,zomato,restaurant,1688639100,9742,1397932200.0
19291913,Halliruchi,13.005627937,77.5712422282,,5,,zomato,restaurant,1688639100,9742,1397932200.0
19842560,Kapoor's Chaat Bhandaar,12.9989548445,77.5521006435,,1391,,zomato,restaurant,1688639100,9742,1397932200.0
61649,Punjab Mail,12.9984465231,77.5694226846,,4626,,zomato,restaurant,1688639100,9742,1397932200.0
59775,New Sagar Fast Food,13.0040758963,77.550673373,,96,,zomato,restaurant,1688639100,9742,1397932200.0
20103741,The Fry Shack,12.99158,77.57046,,1,,zomato,restaurant,1688639100,9742,1397932200.0
19565126,Combos Jumbos Mumbos,13.0193237604,77.5618531555,,1760,,zomato,restaurant,1688639100,9742,1397932200.0
18417562,Olive Tree,12.979041,77.5641132,,73,,zomato,restaurant,1688639100,9742,1397932200.0
55694,Mallnad Hotel,13.0091050478,77.5383717567,,295,,zomato,restaurant,1688639100,9742,1397932200.0
19415038,DBD - Davanagere Benne Dosa,12.9734385023,77.5435682014,,358,,zomato,restaurant,1688639100,9742,1397932200.0
20323568,Five Star Chicken,13.0017529623,77.5533062923,,1,,zomato,restaurant,1688639100,,
19822635,The Imperial Spice,12.981996405,77.5330375135,,472,,zomato,restaurant,1688639100,9742,1397932200.0
53568,1947,12.9836126178,77.5486278534,,1225,,zomato,restaurant,1688639100,9742,1397932200.0
19963344,Tasty Pizza And Chats,13.0064912,77.5458295,,369,,zomato,restaurant,1688639100,9742,1397932200.0
19984073,RR Hotel,13.0337148948,77.5537763536,,33,,zomato,restaurant,1688639100,9742,1397932200.0
57249,Five Star Chicken,13.0041745529,77.578350082,,584,,zomato,restaurant,1688639100,9742,1397932200.0
54489,H3O,12.9892962324,77.5501821935,,6,,zomato,restaurant,1688639100,,
19510179,K C Das,12.999702624,77.5713414699,,197,,zomato,restaurant,1688639100,9742,1397932200.0
19906703,DNA Cuisine - Doctor Nutri Ambrosia,12.999954,77.560134,,766,,zomato,restaurant,1688639100,9742,1397932200.0
19615353,Annapurna,12.9835041519,77.5650459901,,46,,zomato,restaurant,1688639100,9742,1397932200.0
18418538,Shanthi Sagar,12.9888898209,77.5376277789,,11300,,zomato,restaurant,1688639100,9742,1397932200.0
19721827,McLean's Italian Pizzeria,12.9824975726,77.537429966,,188,,zomato,restaurant,1688639100,9742,1397932200.0
19576115,Imperio Combo King,13.0390592976,77.5641246513,,265,,zomato,restaurant,1688639100,9742,1397932200.0
19426524,Big Boss Combo,13.0353670272,77.5643948838,,259,,zomato,restaurant,1688639100,9742,1397932200.0
60291,Cream House,12.9977127873,77.5500041619,,31,,zomato,restaurant,1688639100,9742,1397932200.0
52326,Shimmer - Taj Yeshwantpur,13.0289106478,77.540487349,,69,,zomato,restaurant,1688639100,9742,1397932200.0
19365884,Fit Feast,13.025871,77.561251,,2720,,zomato,restaurant,1688639100,9742,1397932200.0
18313533,Rolls Kitchen,13.0294861955,77.5619238988,,1864,,zomato,restaurant,1688639100,9742,1397932200.0
19887523,Hokart - Sri Annapoorna Sweets And Condiments,13.0196732838,77.5578999147,,48,,zomato,restaurant,1688639100,9742,1397932200.0
19064707,Kashi Food,13.0309263654,77.5632606447,,142,,zomato,restaurant,1688639100,9742,1397932200.0
18734046,New Sagar Fast Food,13.0182366417,77.5578184426,,1474,,zomato,restaurant,1688639100,9742,1397932200.0
19320032,Davanagere Bene Dosa Hotel,13.0177531859,77.531811744,,1,,zomato,restaurant,1688639100,,
19645855,New Udupi Swada,12.9787149412,77.5534383953,,15,,zomato,restaurant,1688639100,9742,1397932200.0
60977,Cake Gallery,13.0285686504,77.5617052987,,838,,zomato,restaurant,1688639100,9742,1397932200.0
19365098,Dwinks,12.9992498403,77.5498184189,,36,,zomato,restaurant,1688639100,9742,1397932200.0
19843316,Holige Mane Kuruk Thindi Shop,13.0116070086,77.5436285511,,115,,zomato,restaurant,1688639100,9742,1397932200.0
19166445,Food Talkies,13.0372252547,77.5657839328,,71,,zomato,restaurant,1688639100,9742,1397932200.0
20254338,Shyamji's Chole Bhature,12.9873681,77.5509517,,221,,zomato,restaurant,1688639100,9742,1397932200.0
19654765,A1 Chicken Biryani Point,12.9871906606,77.5392236933,,15,,zomato,restaurant,1688639100,9742,1397932200.0
18882062,Grub by 3G's,13.0080129841,77.5570908934,,9,,zomato,restaurant,1688639100,9742,1397932200.0
18725496,Shawarma & Kolkata Rolls,13.0290367327,77.5678019598,,7,,zomato,restaurant,1688639100,,
55943,Soundarya Paradise,13.0427185235,77.5130624324,,7051,,zomato,restaurant,1688639100,9742,1397932200.0
18487171,Tripti Hotel & Restaurant,13.0335597414,77.5662985817,,6704,,zomato,restaurant,1688639100,9742,1397932200.0
19470363,Sri Durga Kitchen Cafe - Homemade Food Since 1996,12.972432,77.538859,,95,,zomato,restaurant,1688639100,9742,1397932200.0
52310,The Fast Food,13.008878338,77.5632770732,,3205,,zomato,restaurant,1688639100,9742,1397932200.0
19208133,New Grand Prashanth Family Restaurant,12.9783676472,77.5444375724,,27,,zomato,restaurant,1688639100,9742,1397932200.0
19103573,Soul Konnet,13.0066615364,77.5641601905,,4,,zomato,restaurant,1688639100,9742,1397932200.0
20084657,Sirimane Family Restaurant,12.9884958,77.5346244,,211,,zomato,restaurant,1688639100,9742,1397932200.0
57744,Hotel Udupi Park Inn,13.0221091538,77.5532228127,,4,,zomato,restaurant,1688639100,9742,1397932200.0
19466150,Srinivasa Miltry Hotel,13.0415903523,77.5144705921,,3955,,zomato,restaurant,1688639100,9742,1397932200.0
18732665,Barbecue By Punjab Grill,12.9913008378,77.5704563409,,4225,,zomato,restaurant,1688639100,9742,1397932200.0
51957,Upsouth,12.9914743125,77.5704888627,,1391,,zomato,restaurant,1688639100,9742,1397932200.0
