,id,name,lat,lng,category,source,number_of_votes,reviews_per_day
624,ChIJ5TRXDyE9rjsRaX4rb0FnPHw,Udupi Ahara,13.00851821899414,77.54341125488281,restaurant,gmaps_v2,649,5.4821447937832105e-06
625,18630460,Kanti Sweets,12.9933103273,77.5389531255,restaurant,zomato,1573,5.410948278145445e-06
626,ChIJ1SOMq4w9rjsRre0rJTX-iXo,Ambika Vegetarian,12.98784065246582,77.55584716796875,restaurant,gmaps_v2,1162,5.387715018455451e-06
627,ChIJ08y8IGoXrjsRbwxkBFfAIOc,La Pino’z Pizza,13.006097793579102,77.5646743774414,restaurant,gmaps_v2,105,5.380198104018188e-06
628,ChIJZUrzkDYWrjsRVzTYHR2oo6s,Café Coffee Day,13.005426406860352,77.58111572265625,coffee_shop,gmaps_v2,838,5.375648350179843e-06
629,ChIJGT49IMEXrjsRdC5hq-FKMz4,"BlueStone Jewellery New BEL Road, Bengaluru",13.03222370147705,77.56975555419922,jewelry_store,gmaps_v2,394,5.3679992365996615e-06
630,ChIJHQl4w9EXrjsRZaPXjtP9ltk,Café Coffee Day,13.028159141540527,77.57335662841797,coffee_shop,gmaps_v2,1197,5.3650981566894266e-06
631,ChIJFXlZfm4XrjsR7LjSr7nkh40,TRENDS,13.001788139343262,77.5714340209961,clothing_store,gmaps_v2,414,5.3612637042447225e-06
632,ChIJ-2G2_I89rjsR-BzNzHYdq0M,The Happy Vegetarian,12.998210906982422,77.55078125,restaurant,gmaps_v2,2126,5.347174523931759e-06
633,ChIJ3QfILXU_rjsRYdko_aFFXCU,Gully Treats,12.997518539428713,77.54115295410156,restaurant,gmaps_v2,737,5.338396383392184e-06
634,53709,Cafe Noir,13.0111663334,77.5543842092,restaurant,zomato,1549,5.328390898186455e-06
635,19007326,Kanti Sweets,13.0426783484,77.5128247216,restaurant,zomato,1547,5.321511116523206e-06
636,ChIJu6M2vSUWrjsROXoGYJrV4sY,Karavali Lunch Home,12.998371124267578,77.5698471069336,restaurant,gmaps_v2,954,5.250296926580194e-06
637,ChIJd-Nzlvc9rjsRQsxtBSqryFE,Sam'z coffee,12.989724159240724,77.53807830810547,coffee_shop,gmaps_v2,378,5.24437176935253e-06
638,ChIJqe7LeSM9rjsRXnVwvj4_chs,Kaiyas Jean's,13.025527954101562,77.55726623535156,clothing_store,gmaps_v2,100,5.241597274033955e-06
639,ChIJPwXCucI9rjsR5mV6lnEDYLk,Humdost,13.021683692932127,77.53746032714844,home_decor,gmaps_v2,54,5.2405403152340274e-06
640,19075860,Sai Ram Juice And Chats,13.0055413679,77.5706109032,restaurant,zomato,1517,5.218314391574469e-06
641,ChIJU2CR4ow9rjsR5spV4FhLH08,Donne biriyani angadi mane,12.989892959594728,77.55326843261719,restaurant,gmaps_v2,913,5.210344934992872e-06
642,18305630,Hatch,12.9938098386,77.5714997202,restaurant,zomato,1512,5.201114937416346e-06
643,18757957,BIB - Breakfast In The Box,13.0272264609,77.5610424578,restaurant,zomato,1512,5.201114937416346e-06
644,ChIJ6SvnnPI9rjsROAvpP7iY1Rw,Taco Bell,13.01171588897705,77.55521392822266,restaurant,gmaps_v2,489,5.192905832227938e-06
645,ChIJ6zY-Fcs9rjsRzbMiqcH1FOQ,Nani's Hyderabad Dum Biryani,12.997774124145508,77.55940246582031,restaurant,gmaps_v2,475,5.180465778840986e-06
646,ChIJ45XAlOw9rjsR_EHpoyCIb3c,Ajji Hotel,12.985783576965332,77.54610443115234,restaurant,gmaps_v2,236,5.166403847762454e-06
647,ChIJE9BPgeAXrjsRYXvLjcUFw1s,Bihar Bhojnalaya,13.033865928649902,77.56525421142578,restaurant,gmaps_v2,927,5.158152287752383e-06
648,ChIJ6Vr7p8MXrjsRTXNCI9BpWZg,TadkaBowl,13.02443027496338,77.54866790771484,restaurant,gmaps_v2,138,5.136861054050387e-06
649,ChIJfQnT1NwXrjsRqmfEAem1NCg,Kobe Sizzlers,13.028215408325195,77.57320404052734,restaurant,gmaps_v2,1840,5.111217367641054e-06
650,ChIJPbmhOTgXrjsRChk27vFcXew,"Sailors16 , Euro Cafe",13.030355453491213,77.57018280029297,restaurant,gmaps_v2,706,5.106536898135858e-06
651,ChIJn08eCScWrjsRGB1815lQ68I,Savi Sagar Fastfood,12.996542930603027,77.56390380859375,restaurant,gmaps_v2,1029,5.088055575926183e-06
652,ChIJKTZxvZc9rjsRqXTHjQc5jPs,Shivanna's Chicken Corner,12.997197151184082,77.54110717773438,restaurant,gmaps_v2,1098,5.079751003559633e-06
653,ChIJeynMQywWrjsRDNVrazhpk5s,Ganesha Darshini,13.007353782653809,77.56929779052734,restaurant,gmaps_v2,1080,5.079514102334957e-06
654,ChIJVVVVFdkXrjsRkHtWaLyYovo,Classic Electronics,13.031257629394531,77.55950164794922,home_decor,gmaps_v2,957,5.071349166470507e-06
655,18734046,New Sagar Fast Food,13.0182366417,77.5578184426,restaurant,zomato,1474,5.0703990858146125e-06
656,ChIJRew7i5A9rjsRUUKPur5I1M8,FurnAffair Homestore - Basaveshwara Nagar,12.997344017028809,77.5471420288086,home_decor,gmaps_v2,836,5.057186281365935e-06
657,ChIJBzt_4iQWrjsR-P9iim0eag0,Lakshmi Golds Palace,12.997292518615724,77.57160949707031,jewelry_store,gmaps_v2,1089,5.044482515490082e-06
658,ChIJtX894PY9rjsReFzvLArg4Bs,Raj Donne Biriyani Mane,12.99732780456543,77.5470199584961,restaurant,gmaps_v2,543,5.036845779128802e-06
659,55660,Tasty Paradise,12.9899581199,77.5727620348,restaurant,zomato,1458,5.015360832508619e-06
660,ChIJF3Jy1hw9rjsRSjsEis93vTE,Kadegowda Miltry hotel,12.986008644104004,77.54212951660156,restaurant,gmaps_v2,443,4.992367312737598e-06
661,19798074,Little Owl Chinese,13.0307784158,77.5699542944,restaurant,zomato,1448,4.980961924192374e-06
662,ChIJPWAx_I09rjsRIKes3Ebi5xg,"Ramraj Cotton Rajaji Nagar, Bangalore",12.997212409973145,77.54618072509766,clothing_store,gmaps_v2,674,4.969847771350665e-06
663,51366,The Higher Taste,13.0092942469,77.5513363195,restaurant,zomato,1444,4.967202360865876e-06
664,ChIJefbVSGA9rjsRZrbOUI0DKyM,Mathikere Tiffin Center,13.031021118164062,77.56013488769531,restaurant,gmaps_v2,857,4.961997841837806e-06
665,ChIJseFb190XrjsRvqwOE8JRrb4,Snow Lion Tibet Kitchen,13.03041934967041,77.56918334960938,restaurant,gmaps_v2,1068,4.957660120341072e-06
666,ChIJs3XQis49rjsR8UfBGWYKlkk,Jawa Yezdi Showroom Rajaji Nagar - Skanda Motors,12.985852241516112,77.55987548828125,shoe_store,gmaps_v2,723,4.942994522553596e-06
667,19170081,Biryani Canteen,12.9987411928,77.5569634885,restaurant,zomato,1425,4.901844435065009e-06
668,ChIJ1VAPv3A9rjsRys6DuvPaw7c,Dr Sheesha Rajajinagar,13.008575439453123,77.5490493774414,restaurant,gmaps_v2,934,4.889536906672168e-06
669,ChIJMWjZiXw9rjsRP-kCOdxmjQU,Karavali Deluxe Restaurant,13.019033432006836,77.55711364746094,restaurant,gmaps_v2,1052,4.8814415928994e-06
670,ChIJ7WRx3QE9rjsRLirf3Sm0uYA,Fiery pit,12.99577522277832,77.54008483886719,restaurant,gmaps_v2,40,4.8729743502467366e-06
671,ChIJeyFCgJ89rjsRjrPZ3oraTbA,Chapathi Mane.,13.00724983215332,77.5392074584961,restaurant,gmaps_v2,916,4.870766028138309e-06
672,60426,Shahi Chicken Biriyani,12.9946994171,77.5552985072,restaurant,zomato,1413,4.860565745085514e-06
673,18216698,Sreeraj Lassi Bar,13.004037675,77.5711768493,restaurant,zomato,1408,4.843366290927391e-06
674,ChIJXTZjvlc9rjsRCVoZSmdSSWM,Wood Fire Fish Tawa Fry,12.992542266845703,77.54578399658203,restaurant,gmaps_v2,257,4.838300240740265e-06
675,55050,O.G. Variar & Sons,12.991535731,77.5545823574,restaurant,zomato,1405,4.8330466184325175e-06
676,ChIJUQzByLY9rjsRrlvA0y1JesQ,Domino's Pizza,13.011808395385742,77.5435791015625,restaurant,gmaps_v2,496,4.831428771448609e-06
677,ChIJM0QKpHg9rjsRMEK_I5vGFJ0,McDonald's,13.011282920837402,77.55479431152344,restaurant,gmaps_v2,1365,4.818523922469237e-06
678,ChIJJ4pIGsc9rjsRdbGYt0TyejA,Sri Vintage Clothing,12.975679397583008,77.5523452758789,clothing_store,gmaps_v2,97,4.806657170628153e-06
679,56264,Goli Vada Pav No. 1,13.0337599709,77.5580729172,restaurant,zomato,1396,4.802087600947896e-06
680,ChIJzy_dwDYWrjsRCaVMJ2OExQU,Chinese Nalapaka,13.004534721374512,77.58026885986328,restaurant,gmaps_v2,1126,4.801876515344399e-06
681,ChIJg-LuvU49rjsRt0m1uIhpY_0,Vrindavan Kitchen,12.99886417388916,77.55290985107422,restaurant,gmaps_v2,82,4.7966268248313415e-06
682,ChIJrZuj5v4XrjsRmI-IKbaCxMY,Egg Adda Upahara,12.992773056030272,77.56273651123047,restaurant,gmaps_v2,289,4.791525691083077e-06
683,19366208,Tarbouch Roll and Grills,13.0287855428,77.5716425478,restaurant,zomato,1392,4.788328037621398e-06
684,ChIJvXrmV9wXrjsRUAXP4Naknh8,Sangria Lounge,13.030466079711914,77.57035827636719,restaurant,gmaps_v2,1057,4.785927110375388e-06
685,51957,Upsouth,12.9914743125,77.5704888627,restaurant,zomato,1391,4.784888146789773e-06
686,19842560,Kapoor's Chaat Bhandaar,12.9989548445,77.5521006435,restaurant,zomato,1391,4.784888146789773e-06
687,19528246,Biryani Mount,12.9834466519,77.5488327071,restaurant,zomato,1388,4.774568474294899e-06
688,ChIJScjUgOs9rjsRCsWa8725J3o,ANDHRA PARADISE,12.992047309875488,77.55462646484375,restaurant,gmaps_v2,158,4.774411330947236e-06
689,ChIJHW_yTsE9rjsRcroPJPwUQso,Anand Jewellers,13.034281730651855,77.55924987792969,jewelry_store,gmaps_v2,234,4.762677606659249e-06
690,ChIJmc7hs_Y9rjsRooq_5UsQeCc,Thatte Idli Point,13.025022506713867,77.5589828491211,restaurant,gmaps_v2,956,4.745973246482155e-06
691,ChIJ65eS-DMWrjsRO5ry2tm1ewA,Donne Biriyani Angadi Mane,13.006513595581056,77.57908630371094,restaurant,gmaps_v2,1000,4.744668893589665e-06
692,ChIJr6WRPtc9rjsR5HRqkiu8mL8,RK's Davangere and Mulbagal dosa,12.99998378753662,77.5387191772461,restaurant,gmaps_v2,105,4.7327247770447166e-06
693,ChIJA_wzk4s9rjsRUoKlKSWtdGs,Chikpet Donne Biryani House,12.991995811462402,77.55734252929688,restaurant,gmaps_v2,868,4.730459636146015e-06
694,18254571,The Green Path - Forgotten Food,12.990297557,77.5718339905,restaurant,zomato,1375,4.729849893483781e-06
695,ChIJT7j37Qs9rjsRDoBSRD98ha8,Raj Biryani,12.980883598327637,77.53694915771484,restaurant,gmaps_v2,437,4.709146566755747e-06
696,ChIJLXwYf409rjsRtEPA7kPsPnM,New City Fashion Jeans Alternation,12.995326042175291,77.55229187011719,clothing_store,gmaps_v2,1151,4.707928250568098e-06
697,ChIJlwFhKiQXrjsRWHA0ylhNayw,The Waffling Station,13.028104782104492,77.57267761230469,restaurant,gmaps_v2,148,4.658256164179106e-06
698,ChIJh6aQodEXrjsROqcLsKJfz40,Computech Laptop Sales & Service Centre,12.99848747253418,77.56935119628906,home_decor,gmaps_v2,148,4.629384605894858e-06
699,ChIJa_8CB7QXrjsRd7OTojncjUs,Vijaya Lakshmi Pure Veg,13.001018524169922,77.56922149658203,restaurant,gmaps_v2,645,4.620238560323349e-06
700,ChIJKZNrzPo9rjsRSUR7zxB48PE,Bhojaraj Tiffin Centre,13.001084327697754,77.55802917480469,restaurant,gmaps_v2,37,4.600134547719123e-06
701,50561,Kanti Sweets,13.0316495504,77.5594170392,restaurant,zomato,1337,4.599134041882047e-06
702,ChIJr0o8fd8XrjsRyw7VHFwbEUQ,Bhavani Vada Pav,13.030030250549316,77.56205749511719,restaurant,gmaps_v2,949,4.595574348586779e-06
703,ChIJN4y9YS4WrjsRrNGYWo0KXto,Clean Slate Café,13.00440502166748,77.57067108154297,restaurant,gmaps_v2,868,4.581037736884182e-06
704,ChIJJfTyJpA9rjsRxJSn3afU1Q4,Hotel Savajis Rajajinagar,13.000102043151855,77.55252838134766,restaurant,gmaps_v2,819,4.544898074167975e-06
705,ChIJ1-2YqZUXrjsRRnxt5C4HIwo,Big Cup Café Bangalore,13.027887344360352,77.57333374023438,restaurant,gmaps_v2,486,4.541914384016693e-06
706,20030011,Kapoor's Cafe,12.9996685181,77.5525352956,restaurant,zomato,1319,4.537216006912804e-06
707,ChIJeR2UJ-I9rjsRzMpPm-SnWwU,Savji's Roll 'N' Biryani,12.971564292907717,77.54702758789062,restaurant,gmaps_v2,982,4.5335521244670765e-06
708,ChIJU6YObiUWrjsR0j2xJDKcIRY,Bata Malleswaram,13.00191593170166,77.57138061523438,shoe_store,gmaps_v2,857,4.509405348820894e-06
709,ChIJZ48f7SU9rjsRhdgKiM7sD-s,Yummy Sip N Bites,12.975542068481444,77.54158782958984,restaurant,gmaps_v2,271,4.500023778723436e-06
710,19720519,Nadan Pothichoru,13.0390452524,77.5641380623,restaurant,zomato,1303,4.482177753606811e-06
711,ChIJK9yRbao9rjsRFEsyFPxLrGQ,"Unlimited Fashion Store - Vaishnavi Sapphire Mall, Bengaluru",13.024356842041016,77.5487289428711,clothing_store,gmaps_v2,512,4.477019346022547e-06
712,ChIJTWrOEfM9rjsRsAtoPJVEFWE,Bata,12.985873222351074,77.55413055419922,shoe_store,gmaps_v2,474,4.471751394547276e-06
713,ChIJpbRUBA09rjsRauYSCrOEWTY,Vijaya Krishna Bakery & Sweets,13.009963035583496,77.53862762451172,coffee_shop,gmaps_v2,142,4.469178514946742e-06
714,ChIJjQZXK1QXrjsRCGlvr9pl2rc,Tea Fusion,13.004741668701172,77.57115173339844,coffee_shop,gmaps_v2,74,4.466820936979676e-06
715,ChIJ0SG3qjYWrjsRuyjoAsvuIiA,Sri Ganesh Diamonds & Jewellery,13.005877494812012,77.5793228149414,jewelry_store,gmaps_v2,1240,4.4605088631965815e-06
716,ChIJT1gg-kU9rjsRzOVGerrCasY,Rajanna Military Hotel,12.988443374633787,77.54798126220703,restaurant,gmaps_v2,535,4.450392757143008e-06
717,ChIJkyVkEo0XrjsR03mb_wUjz5M,World brew cafe,13.029934883117676,77.56317901611328,restaurant,gmaps_v2,335,4.40050374339688e-06
718,ChIJ8dW7xb89rjsRg2qAcLKOvfI,DMart Ready,13.032136917114258,77.55352783203125,supermarket,gmaps_v2,173,4.39299845429937e-06
719,19046709,Chicken County Restaurant,12.9877483367,77.53787186,restaurant,zomato,1274,4.382420919489699e-06
720,ChIJZVAEr5E9rjsRpwf2x6mPbAc,Bites & Beverages,13.02664279937744,77.56169128417969,restaurant,gmaps_v2,116,4.376348297262855e-06
721,ChIJzUc533AXrjsRcwOddiJ42C0,Women's Wear,13.001269340515137,77.57134246826172,clothing_store,gmaps_v2,344,4.361831469127984e-06
722,ChIJBWBWgCo9rjsRbBKVEtGN4gE,Tealicious,13.00732135772705,77.54851531982422,coffee_shop,gmaps_v2,88,4.356604515907721e-06
723,ChIJZ43QzrQ9rjsRu3LuYuW9pns,Punyashree Hotel (Naati Style Family Restaurant),12.97248077392578,77.5386962890625,restaurant,gmaps_v2,260,4.347854224407773e-06
724,ChIJvQRabn0XrjsRkY1GmhCK8l4,"Westside - Bangalore Lulu Mall, Bangalore",12.98090934753418,77.56307983398438,clothing_store,gmaps_v2,102,4.3477269380259234e-06
725,ChIJn85fVt8XrjsRCvyZHURaAFE,Thatte Idli Point,13.028239250183104,77.56211853027344,restaurant,gmaps_v2,872,4.322047281631014e-06
726,ChIJpzUQ43w9rjsRqHLr2EUwglo,White Gold Jalahalli - Turn Your Gold Into Money,13.040233612060549,77.51750946044922,jewelry_store,gmaps_v2,492,4.307420194031595e-06
727,19137475,Belgian Waffle Factory,13.0275289359,77.5716495886,restaurant,zomato,1250,4.299863539530709e-06
728,ChIJ3-YDxCYWrjsRimqkxymvYe0,Savi sagar,12.996803283691406,77.56300354003906,restaurant,gmaps_v2,117,4.298904205643704e-06
729,ChIJW6m3J8o9rjsRxGC3hqlWGFY,Shree Swathi Cafe,13.002375602722168,77.55301666259766,restaurant,gmaps_v2,177,4.277316866678353e-06
730,18927721,The Light House Restaurant,13.02831648,77.572192736,restaurant,zomato,1239,4.262024740382839e-06
731,18547761,Keventers - Milkshakes & Desserts,13.006758232,77.5644009188,restaurant,zomato,1236,4.251705067887965e-06
732,ChIJb5WwN7A9rjsR45eUJ6qOtVI,"Abaya Gold Buyers - Gold Buyers, Sell Gold In Yeshwanthpur",13.030023574829102,77.55966186523438,jewelry_store,gmaps_v2,160,4.238725216107432e-06
733,50588,Kim Lee Restaurant,12.984771763,77.5536482781,restaurant,zomato,1232,4.237945504561467e-06
734,18422883,Biriyani Fest,13.032852894,77.5673453137,restaurant,zomato,1229,4.227625832066593e-06
735,ChIJzYmg6S4WrjsRrCL_UaXkB2E,Kancheepuram Varamahalakshmi Silks - Malleshwaram,12.999141693115234,77.569580078125,clothing_store,gmaps_v2,767,4.225503287879534e-06
736,ChIJSW625fI9rjsRHSRneGXrJOk,"Jai Mataji Farsan and Sweets, Rajajinagar",12.98544979095459,77.55287170410156,restaurant,gmaps_v2,666,4.217231493904866e-06
737,53568,1947,12.9836126178,77.5486278534,restaurant,zomato,1225,4.213866268740096e-06
738,ChIJNWCgHyUWrjsRVRgb7P4W7Bw,New Fish Land Restaurant,12.997398376464844,77.57192993164062,restaurant,gmaps_v2,936,4.206911740250167e-06
739,ChIJbVzmYRo9rjsR5Rv4N_GZ5yk,Rolls N Snacks,12.971595764160156,77.54702758789062,restaurant,gmaps_v2,118,4.202836437323937e-06
740,ChIJz95_OCoWrjsR6mJsY6nLzmY,Lassi Shop,13.006743431091309,77.56404876708984,coffee_shop,gmaps_v2,699,4.196969053423525e-06
741,ChIJwzeUtIQXrjsRXaYeODPy_H4,Avantra By Trends,12.980863571166992,77.56319427490234,clothing_store,gmaps_v2,25,4.185675913829323e-06
742,ChIJT42HrxcXrjsRYew5fjfOQUk,GOPIZZA Devasandra Layout,13.02781867980957,77.57360076904297,restaurant,gmaps_v2,52,4.181474043580288e-06
743,ChIJu28QYxU9rjsRJPJ5quchCNM,Old Ajji Pork Hotel,13.019242286682127,77.551513671875,coffee_shop,gmaps_v2,123,4.175529340850599e-06
744,ChIJAQAAAPM9rjsRhsjIVCE0pkc,Sri Ganesh Diamonds And Jewellery,13.004033088684082,77.551025390625,jewelry_store,gmaps_v2,828,4.174611684603993e-06
745,ChIJN2nnoyI9rjsRgNL9yOsBEHs,Jolada rotti kanavali,12.982658386230469,77.53746795654297,restaurant,gmaps_v2,53,4.167737106692419e-06
746,ChIJZ100AK09rjsR5KleWPFyOn4,Duroflex Experience Centre - Rajajinagar,13.004265785217283,77.55339050292969,home_decor,gmaps_v2,58,4.166065699718029e-06
747,ChIJ1US3c98XrjsRfq7CtiEqf7M,Flavors of North,13.03012466430664,77.56316375732422,restaurant,gmaps_v2,962,4.163685433271202e-06
748,ChIJa4Ahsyc9rjsRwFHXTo3mttc,Patil Vegetarian,13.040672302246094,77.51866912841797,restaurant,gmaps_v2,1218,4.154624608330696e-06
749,ChIJUxzUDDQWrjsRufZbU07Zxns,Cafe Coffee Day,13.00539207458496,77.58109283447266,coffee_shop,gmaps_v2,468,4.154538720367453e-06
750,ChIJVVVVVSoWrjsR8lGi2ZSnOKI,Shree Vinayaka Jewellery,12.995816230773926,77.57140350341797,jewelry_store,gmaps_v2,16,4.138282788519783e-06
751,18554662,Maddy's Katti Cafe,12.9953367884,77.5541934371,restaurant,zomato,1203,4.1381886704443546e-06
752,ChIJqbrKAyMWrjsRE2am2veVdEc,California Burrito Mexican Grill @ Mantri Mall Malleshwaram,12.991869926452637,77.57088470458984,restaurant,gmaps_v2,628,4.134134740180263e-06
753,18924711,WOW! Momo,12.9913054115,77.5705257431,restaurant,zomato,1199,4.124429107117857e-06
754,ChIJoUtrOBQ9rjsRMfX2dVaWytw,Mishra Pedha's Big Foods,13.03207302093506,77.53366088867188,restaurant,gmaps_v2,849,4.118296889720546e-06
755,ChIJm38Q4qQ9rjsRvYvImgoLmi8,H D tyres,12.999839782714844,77.53045654296875,shoe_store,gmaps_v2,149,4.108873680786126e-06
756,19481416,Basmati Biriyani Nation,13.0390423127,77.5640931353,restaurant,zomato,1194,4.107229652959734e-06
757,ChIJ3Wj8Fus9rjsR3Ixy-oiJkYI,CHOPSTICK WORLD,12.985831260681152,77.54251098632812,restaurant,gmaps_v2,969,4.101546277444006e-06
758,ChIJf0884YQ9rjsR310yrChlgBM,Goli Vada Pav No 1,13.002208709716797,77.55215454101562,restaurant,gmaps_v2,901,4.0908103042998505e-06
759,ChIJveh4dJPPADsRaFruPTDle3s,"Woodsify-3D Wooden World Maps Wall Decor, Office & Home Decor, birthday anniversary gifts",12.99114227294922,77.57052612304688,home_decor,gmaps_v2,18,4.08886930270013e-06
760,19815317,E2P Italian Pizza & Burger,12.9867326238,77.5399783679,restaurant,zomato,1188,4.086590307969986e-06
761,ChIJJdY3l4U9rjsRVME8JH-0nDk,Friends Chinese Corner,13.000273704528809,77.55404663085938,restaurant,gmaps_v2,639,4.079659807702968e-06
762,ChIJe1iV8fYXrjsRzP8CgOqdHGQ,SANKALPA 92.5 antique silver jewellery,12.998250961303713,77.57170104980469,jewelry_store,gmaps_v2,13,4.07788125837142e-06
763,ChIJoQo9vsM9rjsRhNrV6TAkSAc,Fries Adda,12.992039680480955,77.55667877197266,restaurant,gmaps_v2,58,4.073827589294965e-06
764,ChIJu3Wdm889rjsRVi6xznc9X0E,Rynox Exclusive Store - Rajajinagar Bengaluru,12.990396499633787,77.55843353271484,clothing_store,gmaps_v2,91,4.071864196975133e-06
765,ChIJdxEuRrMXrjsRPudqmoB8VqY,KFC,12.991253852844238,77.57069396972656,restaurant,gmaps_v2,23,4.0702864136671015e-06
766,ChIJIXlrFzoWrjsRwPZDkJjw83g,Ayodhya Sagar,12.99912166595459,77.5780029296875,restaurant,gmaps_v2,855,4.0538614331653785e-06
767,ChIJSeo3hiE9rjsRc3uMRT1FxGY,Mo Made Patisserie,13.002689361572266,77.54306030273438,coffee_shop,gmaps_v2,22,4.043413766022716e-06
768,19288221,Geometry Gastropub,13.008025071,77.5570546836,restaurant,zomato,1175,4.041871727158867e-06
769,ChIJP_BdXS4WrjsRXLixTdNURjU,showoff,13.004130363464355,77.57115173339844,clothing_store,gmaps_v2,605,4.035509952884921e-06
770,ChIJSaCbflUXrjsRE4jhsyu02jE,Swathi Residency,12.989190101623535,77.57218933105469,restaurant,gmaps_v2,6857,4.034442603101515e-06
771,18275010,Asha Food Camp,12.9875581977,77.5544640049,restaurant,zomato,1167,4.01435260050587e-06
772,ChIJix2cepU9rjsR-6CzciE-yjo,Tie Knot Fashion Boutique,12.998433113098145,77.54326629638672,clothing_store,gmaps_v2,47,4.008303157348926e-06
773,ChIJ9RcV-TMWrjsRsopiwSXcj8k,Swadishta,13.005577087402344,77.57877349853516,restaurant,gmaps_v2,899,4.005025839656006e-06
774,19727916,Ajji Pork Hotel,13.0190434881,77.5510512292,restaurant,zomato,1161,3.993713255516123e-06
775,ChIJbYemhUA9rjsROaJ33CNjIHs,Jay Mataji farsan And sweets,12.989222526550291,77.5413589477539,coffee_shop,gmaps_v2,662,3.993029858761407e-06
776,ChIJHYZ6jxM9rjsRyeuJYIDOv7M,Wow! Chicken,13.011409759521484,77.55490112304688,restaurant,gmaps_v2,84,3.985014069946105e-06
777,ChIJOeAOqiMWrjsRt9xK8SdzZq4,Kushal's Fashion Jewellery,12.999313354492188,77.56985473632812,jewelry_store,gmaps_v2,719,3.976936885663159e-06
778,ChIJbz3me_A9rjsRLXmGc1n-Ibw,Kabab Palace,12.978352546691896,77.5534439086914,restaurant,gmaps_v2,795,3.969987910113422e-06
779,ChIJ_y5awpA9rjsR3XJpyLAS0nA,Byrava gowdru Military Hotel,13.04162311553955,77.51437377929688,restaurant,gmaps_v2,567,3.968009362654557e-06
780,ChIJ9dVdPL4XrjsRSQ-Yr9KInb8,Raaj's Dakshin Ruchi,12.99289321899414,77.56256866455078,restaurant,gmaps_v2,329,3.967718306182743e-06
781,ChIJR-dOV6U9rjsR2hjMV2YGRwU,Vidya_Naveen_Kesh_n_Vastrakala,12.988211631774902,77.55752563476562,clothing_store,gmaps_v2,125,3.9572118397119e-06
782,ChIJufkU44w9rjsR8l-3VPszM9U,Brahmins Thatte Idli,12.999614715576172,77.54966735839844,restaurant,gmaps_v2,848,3.950812772338482e-06
783,ChIJfTPp55Q9rjsRi_9lk7timv0,Brahmins Thatte Idli,13.029406547546388,77.559814453125,restaurant,gmaps_v2,374,3.9492353044994525e-06
784,ChIJ89Af_yc9rjsRF9q2Ap4gnN8,Venky Kabab - Street Food Non Veg,13.042498588562012,77.51639556884766,restaurant,gmaps_v2,397,3.933447651013428e-06
785,ChIJiQclacA9rjsRWn7iRP4JXHM,PAVITHRA JEWELS,12.985862731933594,77.5370864868164,jewelry_store,gmaps_v2,207,3.929186492686845e-06
786,ChIJB8KkVSM9rjsRt3Z1jTNn2J4,Bangalore Creative Circus,13.01388931274414,77.54811096191406,restaurant,gmaps_v2,464,3.922197166839761e-06
787,ChIJV2NCrvM9rjsRmOKBAi7uHyg,Shawarma Grill House,12.99237823486328,77.55674743652344,restaurant,gmaps_v2,516,3.911749683862776e-06
788,ChIJHTH6BBEWrjsREGzlANSJEu8,"ASHA SWEET CENTER, Magadi Main Road",12.978459358215332,77.54226684570312,restaurant,gmaps_v2,597,3.903982485884455e-06
789,ChIJQyotoVMXrjsR8DAqXzaSoFE,SARVAM UPAHAR,13.002397537231444,77.57129669189453,restaurant,gmaps_v2,25,3.8974606173297e-06
790,ChIJpZthuYM9rjsRjrU8f_1_hQo,Pizza Hut,13.006752967834473,77.5545425415039,restaurant,gmaps_v2,1194,3.897422872212837e-06
791,ChIJi90-a309rjsRueZVU6H_2a8,Arihant Jewellers,12.973487854003906,77.54978942871094,jewelry_store,gmaps_v2,322,3.89159204136071e-06
792,ChIJr-5kR-g9rjsR8Q3LZGLPKN4,Subbanna Military Hotel,13.025004386901855,77.55999755859375,restaurant,gmaps_v2,381,3.873509047225964e-06
793,ChIJXQ1YRC4WrjsRE8K4he6GLDw,Kalmane Koffees,12.991662979125977,77.57081604003906,coffee_shop,gmaps_v2,544,3.855263596348912e-06
794,19528272,Imperio Combo King,12.9834884701,77.5488182902,restaurant,zomato,1109,3.814838932271646e-06
795,ChIJkwcidVs9rjsRy5PeNDjygfg,"Unlimited Fashion Store - GT World Mall, Bengaluru",12.973607063293455,77.55179595947266,clothing_store,gmaps_v2,598,3.8058762538429087e-06
796,ChIJr4J5IFsXrjsRwanXPchOdSA,DeKulture Sadashiv store,13.004501342773438,77.58159637451172,jewelry_store,gmaps_v2,85,3.8006708228716144e-06
797,ChIJAQAAAPM9rjsRuvZQD5dPB_Q,Namma Fish Palace,13.008065223693848,77.55461883544922,restaurant,gmaps_v2,939,3.7830847379314574e-06
798,ChIJ95YnMYI9rjsRNiiFf6onvsg,S L V Tiffin Center,13.008101463317873,77.555908203125,restaurant,gmaps_v2,844,3.771350170752571e-06
799,ChIJTdfWTy4WrjsRLYeT6BkMU9M,Rangachari Textiles Private Limited,12.994449615478516,77.57170104980469,clothing_store,gmaps_v2,665,3.767341177662808e-06
800,ChIJyUvDu68XrjsREIYDxjUGIag,Kenzai,13.02782917022705,77.57330322265625,restaurant,gmaps_v2,541,3.767046040001127e-06
