"id","name","lat","lng","top_category","sub_categories","type","brand_name","brand_id","address","pincode","town_name","source","number_of_votes","rating","created_at","verified","last_verification_date","active","additional_data","geo_filter_1","geo_filter_2","service_options","oldest_review_timestamp","top_reviews","top_review_keywords","price_level","category"
"ChIJE8R9PncWrjsRjMhikhrWqd8","V V S Pre University Men's and Women's college","13.0042085647583","77.55032348632812","education","[College]","N_A","N_A","N_A","2H32+M4P V V S Pre University Men's and Women's college, Saptarushidhama, 1, Rajajinagar, Bengaluru, Karnataka 560010","560010","bangalore","gmaps_v2","77","3.700000047683716","1687847039","3",,"1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae16773e7dc413:0xdfa9d61a9262c88c, timezone=Asia/Calcutta, description=nan, poi_locality=Saptarushidhama, 1, Rajajinagar, language=English, review_link=https://search.google.com/local/reviews?placeid=ChIJE8R9PncWrjsRjMhikhrWqd8&q=university&authuser=0&hl=en&gl=IN, image_source=photos:gmm_android, domain_name=nan, gmaps_category=college, logo=nan, state=Karnataka, query_keyword=university, owner={""owner_name"": ""V V S Pre University Men's and Women's college (Owner)"", ""owner_id"": null, ""owner_link"": null}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJE8R9PncWrjsRjMhikhrWqd8, pincode=560010, website=nan, number_of_photos=4, display_image_url=https://lh5.googleusercontent.com/p/AF1QipPX8vsGsUXL2fkYmEpRiO39XgTEp0beJR6434oy=w80-h106-k-no, contact_number=tel:+918023470553, query_city=bangalore, reviews_per_score={""1"": 15, ""2"": 3, ""3"": 11, ""4"": 9, ""5"": 39}, reviews_id=-2.33009592257408e+18, working_hours={""Wednesday"": ""9\u202fam\u20134\u202fpm"", ""Thursday"": ""9\u202fam\u20134\u202fpm"", ""Friday"": ""9\u202fam\u20134\u202fpm"", ""Saturday"": ""8:30\u202fam\u201312:30\u202fpm"", ""Sunday"": ""Closed"", ""Monday"": ""9\u202fam\u20134\u202fpm"", ""Tuesday"": ""9\u202fam\u20134\u202fpm""}, source_image_year=2019.0, facilities=nan}","123303312030","12330331203023","[]",,"[]","[]",,"college"
"ChIJe8cJO4s9rjsRfJFitIGyc-I","S&G Academy of Professional Programmes Pvt. Ltd","12.988975524902344","77.55817413330078","education","[Nursing school]","N_A","N_A","N_A","XHQ5+H7V S&G Academy of Professional Programmes Pvt. Ltd, 3rd Main Rd, 4th Block, Rajajinagar, Bengaluru, Karnataka 560010","560010","bangalore","gmaps_v2","1","5.0","1687847039","3",,"1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae3d8b3b09c77b:0xe273b281b462917c, timezone=Asia/Calcutta, description=nan, poi_locality=4th Block, Rajajinagar, language=English, review_link=https://search.google.com/local/reviews?placeid=ChIJe8cJO4s9rjsRfJFitIGyc-I&q=university&authuser=0&hl=en&gl=IN, image_source=launch, domain_name=sgacademy, gmaps_category=nursing_school, logo=nan, state=Karnataka, query_keyword=university, owner={""owner_name"": ""S&G Academy of Professional Programmes Pvt. Ltd (Owner)"", ""owner_id"": null, ""owner_link"": null}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJe8cJO4s9rjsRfJFitIGyc-I, pincode=560010.0, website=http://www.sgacademy.co.in/, number_of_photos=0, display_image_url=https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_QPL_QBvLuNka9MZrtDvTQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=270.59064&pitch=0&thumbfov=100, contact_number=tel:+918042170022, query_city=bangalore, reviews_per_score={""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}, reviews_id=-2.1291619286692288e+18, working_hours=nan, source_image_year=2023.0, facilities=nan}","123303312030","12330331203023","[]",,"[]","[]",,"college"
"ChIJe1bk3gw9rjsRaq9jLfGJi_U","Government PU College. SRS, Main gate","13.033090591430664","77.52806854248047","education","[College]","N_A","N_A","N_A","2GMH+66P Government PU College. SRS, Main gate, SRS Rd, Yeshwanthpur Suburb II Stage, Yesvanpur Surburb, Peenya, Bengaluru, Karnataka 560058","560058","bangalore","gmaps_v2","0","0.0","1687847039","3",,"1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae3d0cdee4567b:0xf58b89f12d63af6a, timezone=Asia/Calcutta, description=nan, poi_locality=Yeshwanthpur Suburb II Stage, Yesvanpur Surburb, Peenya, language=English, review_link=nan, image_source=launch, domain_name=nan, gmaps_category=college, logo=nan, state=Karnataka, query_keyword=university, owner={""owner_name"": ""Government PU College. SRS, Main gate (Owner)"", ""owner_id"": null, ""owner_link"": null}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJe1bk3gw9rjsRaq9jLfGJi_U, pincode=560058.0, website=nan, number_of_photos=0, display_image_url=https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dehA8Wch-MXKIC29yKPWmw&cb_client=search.gws-prod.gps&w=211&h=120&yaw=336.4804&pitch=0&thumbfov=100, contact_number=nan, query_city=bangalore, reviews_per_score=nan, reviews_id=-7.533568437127948e+17, working_hours=nan, source_image_year=2023.0, facilities=nan}","123303312030","12330331203002","[]",,"[]","[]",,"college"
"ChIJUUHBPZAXrjsR_hi8le6BIt0","Global University College","13.005596160888672","77.56928253173828","education","[College of agriculture]","N_A","N_A","N_A","2H49+6PJ Global University College, Malleshwaram, Bengaluru, Karnataka 560003","560003","bangalore","gmaps_v2","1","5.0","1687847039","3",,"1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae17903dc14151:0xdd2281ee95bc18fe, timezone=Asia/Calcutta, description=nan, poi_locality=Malleshwaram, language=English, review_link=https://search.google.com/local/reviews?placeid=ChIJUUHBPZAXrjsR_hi8le6BIt0&q=university&authuser=0&hl=en&gl=IN, image_source=launch, domain_name=nan, gmaps_category=college_of_agriculture, logo=nan, state=Karnataka, query_keyword=university, owner={""owner_name"": ""Global University College (Owner)"", ""owner_id"": null, ""owner_link"": null}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJUUHBPZAXrjsR_hi8le6BIt0, pincode=560003.0, website=nan, number_of_photos=0, display_image_url=https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V1PCPjm1KD3oGmiU_OzOyQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=355.6922&pitch=0&thumbfov=100, contact_number=nan, query_city=bangalore, reviews_per_score={""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}, reviews_id=-2.512302780404984e+18, working_hours=nan, source_image_year=2023.0, facilities=nan}","123303312030","12330331203030","[]",,"[]","[]",,"college"
"ChIJRUwJxXU9rjsR2oo-OXYhKrY","KLE Society's Tourism & Travel Management","12.996002197265625","77.55341339111328","education","[College]","N_A","klesnc","klesnc","KLE Society's Tourism & Travel Management, 1040, 28th Cross Road, 2nd Block, Rajajinagar, Bengaluru, Karnataka 560010","560010","bangalore","gmaps_v2","8","4.599999904632568","1687847039","3",,"1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae3d75c5094c45:0xb62a2176393e8ada, timezone=Asia/Calcutta, description=nan, poi_locality=2nd Block, Rajajinagar, language=English, review_link=https://search.google.com/local/reviews?placeid=ChIJRUwJxXU9rjsR2oo-OXYhKrY&q=university&authuser=0&hl=en&gl=IN, image_source=bizbuilder:gmb_web, domain_name=klesnc, gmaps_category=college, logo=https://lh5.googleusercontent.com/-nLEg9Ru51xc/AAAAAAAAAAI/AAAAAAAAAAA/VBWnvvRxbNk/s44-p-k-no-ns-nd/photo.jpg, state=Karnataka, query_keyword=university, owner={""owner_name"": ""KLE Society's Tourism & Travel Management (Owner)"", ""owner_id"": ""106886074066183753992"", ""owner_link"": ""https://www.google.com/maps/contrib/106886074066183753992""}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJRUwJxXU9rjsR2oo-OXYhKrY, pincode=560010.0, website=https://ttm.klesnc.edu.in/, number_of_photos=23, display_image_url=https://lh5.googleusercontent.com/p/AF1QipNrZpPk7LvtTttWD131F2hUT5oVGRhjyAa4fjcZ=w92-h92-k-no, contact_number=tel:+918023429482, query_city=bangalore, reviews_per_score={""1"": 0, ""2"": 0, ""3"": 0, ""4"": 3, ""5"": 5}, reviews_id=-5.320403218134562e+18, working_hours={""Wednesday"": ""9\u202fam\u20135\u202fpm"", ""Thursday"": ""9\u202fam\u20135\u202fpm"", ""Friday"": ""9\u202fam\u20135\u202fpm"", ""Saturday"": ""9\u202fam\u20135\u202fpm"", ""Sunday"": ""Closed"", ""Monday"": ""9\u202fam\u20135\u202fpm"", ""Tuesday"": ""9\u202fam\u20135\u202fpm""}, source_image_year=2022.0, facilities=nan}","123303312030","12330331203023","[]",,"[]","[]",,"college"
"ChIJZYLYFHQ9rjsRBrOTqGLmJZU","GCS Conclave","12.988965034484863","77.54224395751953","education","[Educational institution]","N_A","N_A","N_A","GCS Conclave, 167, 5th Main Rd, 2nd Stage, Mahatma Gandhi Nagar, Peenya, Bengaluru, Karnataka 560022","560079","bangalore","gmaps_v2","1","5.0","1687847039","3",,"1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae3d7414d88265:0x9525e662a893b306, timezone=Asia/Calcutta, description=nan, poi_locality=2nd Stage, Mahatma Gandhi Nagar, Peenya, language=English, review_link=https://search.google.com/local/reviews?placeid=ChIJZYLYFHQ9rjsRBrOTqGLmJZU&q=university&authuser=0&hl=en&gl=IN, image_source=launch, domain_name=nan, gmaps_category=educational_institution, logo=nan, state=Karnataka, query_keyword=university, owner={""owner_name"": ""GCS Conclave (Owner)"", ""owner_id"": null, ""owner_link"": null}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJZYLYFHQ9rjsRBrOTqGLmJZU, pincode=560022, website=nan, number_of_photos=0, display_image_url=https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pWdI-PK9M_zv1qsw6tZgBw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=98.626305&pitch=0&thumbfov=100, contact_number=tel:+919591105141, query_city=bangalore, reviews_per_score={""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}, reviews_id=-7.699494676510559e+18, working_hours=nan, source_image_year=2023.0, facilities=nan}","123303312030","12330331203023","[]",,"[]","[]",,"college"
"ChIJl3tnhhE9rjsRGj8RdmA_NRs","Bgs kendha tp","12.973591804504395","77.5437240600586","education","[College]","N_A","N_A","N_A","XGFV+CFQ Bgs kendha tp, Hoshalli Extension, Hosahalli Extension, Vijayanagar, Bengaluru, Karnataka 560104","560040","bangalore","gmaps_v2","0","0.0","1687847039","3",,"1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae3d1186677b97:0x1b353f6076113f1a, timezone=Asia/Calcutta, description=nan, poi_locality=Hoshalli Extension, Hosahalli Extension, Vijayanagar, language=English, review_link=nan, image_source=launch, domain_name=nan, gmaps_category=college, logo=nan, state=Karnataka, query_keyword=university, owner={""owner_name"": ""Bgs kendha tp (Owner)"", ""owner_id"": null, ""owner_link"": null}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJl3tnhhE9rjsRGj8RdmA_NRs, pincode=560104, website=nan, number_of_photos=0, display_image_url=https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L-f6uCVKzp8u8anxLi4eTg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=249.25092&pitch=0&thumbfov=100, contact_number=nan, query_city=bangalore, reviews_per_score=nan, reviews_id=1.960542896319971e+18, working_hours=nan, source_image_year=2023.0, facilities=nan}","123303312032","12330331203201","[]",,"[]","[]",,"college"
"ChIJRdDMqKk9rjsR10m6W8Ff7D8","Aves","13.009085655212402","77.52682495117188","education","[College]","N_A","N_A","N_A","Aves, 31/32, Narasimhaswamy Nagar, Laggere, Bengaluru, Karnataka 560058","560058","bangalore","gmaps_v2","0","0.0","1687847039","3",,"1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae3da9a8ccd045:0x3fec5fc15bba49d7, timezone=Asia/Calcutta, description=nan, poi_locality=Narasimhaswamy Nagar, Laggere, language=English, review_link=nan, image_source=launch, domain_name=nan, gmaps_category=college, logo=https://lh3.googleusercontent.com/-ZKn3Ex_06o4/AAAAAAAAAAI/AAAAAAAAAAA/RFBcom-VwvA/s44-p-k-no-ns-nd/photo.jpg, state=Karnataka, query_keyword=university, owner={""owner_name"": ""Aves (Owner)"", ""owner_id"": ""100071076214451865328"", ""owner_link"": ""https://www.google.com/maps/contrib/100071076214451865328""}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJRdDMqKk9rjsR10m6W8Ff7D8, pincode=560058, website=nan, number_of_photos=0, display_image_url=https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5cqor3YoHy4gmhf2x6_PUw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=196.31549&pitch=0&thumbfov=100, contact_number=tel:+919353668043, query_city=bangalore, reviews_per_score=nan, reviews_id=4.606161802965437e+18, working_hours=nan, source_image_year=2023.0, facilities=nan}","123303312030","12330331203020","[]",,"[]","[]",,"college"
"ChIJU6NZSKg9rjsRTVPD5aLYR-s","Dr Vikramraj K Jain Rheumatologist in Vijaynagar","12.974438667297363","77.54351806640625","education","[Rheumatologist]","N_A","Padmashree Group of Institutions","padmashree","Dr Vikramraj K Jain Rheumatologist in Vijaynagar, 17th cross, MC Layout, near hosahalli metro station, Vijayanagar, Bengaluru, Karnataka 560040","560040","bangalore","gmaps_v2","7","5.0","1687847039","2","1701099617","1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae3da84859a353:0xeb47d8a2e5c3534d, timezone=Asia/Calcutta, description=nan, poi_locality=Govindaraja Nagar Ward, Vijayanagar, language=English, review_link=https://search.google.com/local/reviews?placeid=ChIJU6NZSKg9rjsRTVPD5aLYR-s&q=doctor&authuser=0&hl=en&gl=IN, image_source=bizbuilder:gmb_android, domain_name=padmashree, gmaps_category=rheumatologist, logo=https://lh3.googleusercontent.com/-wdXyH3ZB6VI/AAAAAAAAAAI/AAAAAAAAAAA/BMX8r1OcREQ/s44-p-k-no-ns-nd/photo.jpg, state=Karnataka, query_keyword=doctor, owner={""owner_name"": ""Dr Vikramraj K Jain Rheumatologist in Vijaynagar (Owner)"", ""owner_id"": ""107038750633284807983"", ""owner_link"": ""https://www.google.com/maps/contrib/107038750633284807983""}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJU6NZSKg9rjsRTVPD5aLYR-s, pincode=560040.0, website=http://www.padmashree.in/, number_of_photos=3, display_image_url=https://lh5.googleusercontent.com/p/AF1QipPq9QbDPNJ_BRMyF2Ynx9hmt19UsfuP-Ae1-dvC=w80-h106-k-no, contact_number=tel:08023100738, query_city=bangalore, reviews_per_score={""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 7}, reviews_id=-1.4929865572989453e+18, working_hours={""Wednesday"": ""8:30\u20139:30\u202fam"", ""Thursday"": ""8:30\u20139:30\u202fam"", ""Friday"": ""8:30\u20139:30\u202fam"", ""Saturday"": ""8:30\u20139:30\u202fam"", ""Sunday"": ""Closed"", ""Monday"": ""8:30\u20139:30\u202fam"", ""Tuesday"": ""8:30\u20139:30\u202fam""}, source_image_year=2021.0, facilities={""Amenities"": {""Toilets"": true}, ""Planning"": {""Accepts new patients"": true}}}","123303312032","12330331203201","[]",,"[]","[]",,"college"
"ChIJa1VVlQ0VrjsRKv45ZnRbxeQ","DIVA FASHION ACADEMY","13.007831573486328","77.54517364501953","education","[Fashion designer, Educational institution]","N_A","N_A","N_A","DIVA FASHION ACADEMY, 68/18, 2nd Floor, 1st Main Road, West of Chord Road, Mahalakshmi Layout,, Bengaluru, Karnataka 560086","560086","bangalore","gmaps_v2","2","3.0","1687847039","3",,"1","{country=IN, city=Bengaluru, hexadecimal_cid=0x3bae150d9555556b:0xe4c55b746639fe2a, timezone=Asia/Calcutta, description=nan, poi_locality=Mahalakshmi Layout, 2nd Stage, language=English, review_link=https://search.google.com/local/reviews?placeid=ChIJa1VVlQ0VrjsRKv45ZnRbxeQ&q=university&authuser=0&hl=en&gl=IN, image_source=launch, domain_name=nan, gmaps_category=fashion_designer, logo=nan, state=Karnataka, query_keyword=university, owner={""owner_name"": ""DIVA FASHION ACADEMY (Owner)"", ""owner_id"": null, ""owner_link"": null}, place_url=https://www.google.com/maps/place/?q=place_id:ChIJa1VVlQ0VrjsRKv45ZnRbxeQ, pincode=560086.0, website=nan, number_of_photos=2, display_image_url=https://lh3.googleusercontent.com/gps-proxy/AE4_-5EQp5g9s3b28ed6tbpuzzRZUmfZ6QvJOji6ZaxNzLisH-fjO0KipY9jo6iLk8fUCiIjjy6ET0rc6N5-OUZ4lioKGZOnHl9JtMpLItenRyZR-xxCnfjF_E8qPXNj7DnI9FedVZnBDYkvcqeyrzicNc6yD8VZp2sygO63ab2dKabbFkbdDed0HfRbh1B4CckmfCmmfPs=w123-h92-k-no, contact_number=tel:+919731883510, query_city=bangalore, reviews_per_score={""1"": 1, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1}, reviews_id=-1.9620615071605724e+18, working_hours=nan, source_image_year=2023.0, facilities=nan}","123303312030","12330331203021","[]",,"[]","[]",,"college"
