"id","name","lat","lng","cid","number_of_votes","place_url","source","category","created_at"
"ChIJE7QLpr49rjsRQ1hdP5uaogQ","Yukta's buy n save And SHREE COLLECTIONS","12.992167472839355","77.53406524658203","0x3bae3dbea60bb413:0x4a29a9b3f5d5843","0","https://www.google.com/maps/place/?q=place_id:ChIJE7QLpr49rjsRQ1hdP5uaogQ","gmaps_v2","supermarket","1687847039"
"ChIJS1IfTx4WrjsRJkUYv127kY0","A.MUTHULAKSHMI ENTERPRISES","12.984916687011719","77.56372833251953","0x3bae161e4f1f524b:0x8d91bb5dbf184526","5","https://www.google.com/maps/place/?q=place_id:ChIJS1IfTx4WrjsRJkUYv127kY0","gmaps_v2","supermarket","1687847039"
"ChIJxcW_wk49rjsRlNFdkWhTh7k","Coastal Connect Enterprises","12.989842414855957","77.55390167236328","0x3bae3d4ec2bfc5c5:0xb9875368915dd194","16","https://www.google.com/maps/place/?q=place_id:ChIJxcW_wk49rjsRlNFdkWhTh7k","gmaps_v2","supermarket","1699615207"
"ChIJrS01IE09rjsRN1GMu3Pr4G0","Departmental Store","13.040319442749023","77.51718139648438","0x3bae3d4d20352dad:0x6de0eb73bb8c5137","0","https://www.google.com/maps/place/?q=place_id:ChIJrS01IE09rjsRN1GMu3Pr4G0","gmaps_v2","supermarket","1699615207"
"ChIJDe7_2dk9rjsRRfw-VfacHpo","YASHODHA ENTERPRISES","12.997001647949219","77.52914428710938","0x3bae3dd9d9ffee0d:0x9a1e9cf6553efc45","2","https://www.google.com/maps/place/?q=place_id:ChIJDe7_2dk9rjsRRfw-VfacHpo","gmaps_v2","supermarket","1687847039"
"ChIJQa501hgWrjsRDkd_oVpoxv0","Ranjan News Agency","12.9857816696167","77.56805419921875","0x3bae1618d674ae41:0xfdc6685aa17f470e","1","https://www.google.com/maps/place/?q=place_id:ChIJQa501hgWrjsRDkd_oVpoxv0","gmaps_v2","supermarket","1687847039"
"ChIJTRzluME9rjsR_3WGMMzNxK0","M V Traders","13.020917892456055","77.54885864257812","0x3bae3dc1b8e51c4d:0xadc4cdcc308675ff","27","https://www.google.com/maps/place/?q=place_id:ChIJTRzluME9rjsR_3WGMMzNxK0","gmaps_v2","supermarket","1699615207"
"ChIJUeXs9QU-rjsRWapeHgEMErA","Ecotex Fashions","12.981441497802734","77.56766510009766","0x3bae3e05f5ece551:0xb0120c011e5eaa59","3","https://www.google.com/maps/place/?q=place_id:ChIJUeXs9QU-rjsRWapeHgEMErA","gmaps_v2","supermarket","1687847039"
"ChIJ7QfOB5Y9rjsR9OY0L_PHSNU","allfreshstore","13.031920433044434","77.55433654785156","0x3bae3d9607ce07ed:0xd548c7f32f34e6f4","1","https://www.google.com/maps/place/?q=place_id:ChIJ7QfOB5Y9rjsR9OY0L_PHSNU","gmaps_v2","supermarket","1699615207"
"ChIJZxHhQuYXrjsR69wJEoGLZVk","Public Toilet","12.979113578796387","77.5641860961914","0x3bae17e642e11167:0x59658b811209dceb","0","https://www.google.com/maps/place/?q=place_id:ChIJZxHhQuYXrjsR69wJEoGLZVk","gmaps_v2","supermarket","1687847039"
"ChIJsSrWoPM9rjsRgEGjL-G0fPE","R V Badrayya Bale Yele Merchant","12.985180854797363","77.5541000366211","0x3bae3df3a0d62ab1:0xf17cb4e12fa34180","232","https://www.google.com/maps/place/?q=place_id:ChIJsSrWoPM9rjsRgEGjL-G0fPE","gmaps_v2","supermarket","1699615207"
"ChIJv2dIzwE9rjsRT2XwFj9YwBI","Behtar Supermarket","12.989073753356934","77.5425796508789","0x3bae3d01cf4867bf:0x12c0583f16f0654f","3","https://www.google.com/maps/place/?q=place_id:ChIJv2dIzwE9rjsRT2XwFj9YwBI","gmaps_v2","supermarket","1699615207"
"ChIJ_UCIJB4WrjsR_zd_C3pXogQ","Srinivas Eletrician","12.984391212463379","77.56248474121094","0x3bae161e248840fd:0x4a2577a0b7f37ff","0","https://www.google.com/maps/place/?q=place_id:ChIJ_UCIJB4WrjsR_zd_C3pXogQ","gmaps_v2","supermarket","1687847039"
"ChIJuRmApB4WrjsRIkaxIsGQhrk","Sri Adhishakthi Traders","12.98344612121582","77.56491088867188","0x3bae161ea48019b9:0xb98690c122b14622","5","https://www.google.com/maps/place/?q=place_id:ChIJuRmApB4WrjsRIkaxIsGQhrk","gmaps_v2","supermarket","1699615207"
"ChIJ86eyPKY9rjsR3itleihff3A","M.N. Provision Stores","13.005282402038574","77.52828216552734","0x3bae3da63cb2a7f3:0x707f5f287a652bde","2","https://www.google.com/maps/place/?q=place_id:ChIJ86eyPKY9rjsR3itleihff3A","gmaps_v2","supermarket","1687847039"
"ChIJGyB-ylIXrjsRosG9iIESOEA","Goconuts","12.980948448181152","77.56342315673828","0x3bae1752ca7e201b:0x4038128188bdc1a2","9","https://www.google.com/maps/place/?q=place_id:ChIJGyB-ylIXrjsRosG9iIESOEA","gmaps_v2","supermarket","1687847039"
"ChIJh6RdTfk9rjsRTUq4xVt2jCQ","Kumar swamy stores","12.971280097961426","77.5562973022461","0x3bae3df94d5da487:0x248c765bc5b84a4d","2","https://www.google.com/maps/place/?q=place_id:ChIJh6RdTfk9rjsRTUq4xVt2jCQ","gmaps_v2","supermarket","1687847039"
"ChIJY87ach0WrjsRK8SbNMgtZe0","Arasu Sheet","12.979240417480469","77.56332397460938","0x3bae161d72dace63:0xed652dc8349bc42b","1","https://www.google.com/maps/place/?q=place_id:ChIJY87ach0WrjsRK8SbNMgtZe0","gmaps_v2","supermarket","1687847039"
"ChIJy6zqoKA9rjsRjZNKqSv3ib0","The Johnson market","13.019927978515625","77.54608917236328","0x3bae3da0a0eaaccb:0xbd89f72ba94a938d","1","https://www.google.com/maps/place/?q=place_id:ChIJy6zqoKA9rjsRjZNKqSv3ib0","gmaps_v2","supermarket","1687847039"
"ChIJO4hLSQwXrjsRjcUE2IMNMeA","Hanshane Fish Mart","12.984566688537598","77.56261444091797","0x3bae170c494b883b:0xe0310d83d804c58d","0","https://www.google.com/maps/place/?q=place_id:ChIJO4hLSQwXrjsRjcUE2IMNMeA","gmaps_v2","supermarket","1687847039"
"ChIJ3bqc2Us9rjsR9gLjLVrD598","Smart Groceries (Wholesale & Retail Grocery Store)","13.020150184631348","77.54800415039062","0x3bae3d4bd99cbadd:0xdfe7c35a2de302f6","109","https://www.google.com/maps/place/?q=place_id:ChIJ3bqc2Us9rjsR9gLjLVrD598","gmaps_v2","supermarket","1699615207"
"ChIJj3TN_9gXrjsRHpuFdt6kpPo","B.M.MOTORS","12.994635581970215","77.57655334472656","0x3bae17d8ffcd748f:0xfaa4a4de76859b1e","1","https://www.google.com/maps/place/?q=place_id:ChIJj3TN_9gXrjsRHpuFdt6kpPo","gmaps_v2","supermarket","1687847039"
"ChIJKTeCOGA9rjsROw7Acp4hUaU","Sri Hanuman Fruits Stall","13.032057762145996","77.56131744384766","0x3bae3d6038823729:0xa551219e72c00e3b","7","https://www.google.com/maps/place/?q=place_id:ChIJKTeCOGA9rjsROw7Acp4hUaU","gmaps_v2","supermarket","1687847039"
"ChIJf-3Sg54XrjsRhX08WjKYKu4","MAKE IN MAAC","12.977137565612793","77.56538391113281","0x3bae179e83d2ed7f:0xee2a98325a3c7d85","0","https://www.google.com/maps/place/?q=place_id:ChIJf-3Sg54XrjsRhX08WjKYKu4","gmaps_v2","supermarket","1687847039"
"ChIJIeCJKoU9rjsRr_cMt6V5e98","Akshaya Mini Bazar","13.001673698425293","77.55061340332031","0x3bae3d852a89e021:0xdf7b79a5b70cf7af","135","https://www.google.com/maps/place/?q=place_id:ChIJIeCJKoU9rjsRr_cMt6V5e98","gmaps_v2","supermarket","1699615207"
"ChIJPYLzmoY9rjsRQhy7dNRzynQ","Home 1","13.001218795776367","77.54037475585938","0x3bae3d869af3823d:0x74ca73d474bb1c42","1","https://www.google.com/maps/place/?q=place_id:ChIJPYLzmoY9rjsRQhy7dNRzynQ","gmaps_v2","supermarket","1687847039"
"ChIJxyYConI9rjsRl7pCO0X96zA","Srs super market","13.014009475708008","77.53263092041016","0x3bae3d72a20226c7:0x30ebfd453b42ba97","0","https://www.google.com/maps/place/?q=place_id:ChIJxyYConI9rjsRl7pCO0X96zA","gmaps_v2","supermarket","1687847039"
"ChIJ00DujvU9rjsR84f4uGrslmM","Star Ceramics","12.983345985412598","77.56209564208984","0x3bae3df58eee40d3:0x6396ec6ab8f887f3","3","https://www.google.com/maps/place/?q=place_id:ChIJ00DujvU9rjsR84f4uGrslmM","gmaps_v2","supermarket","1687847039"
"ChIJ2xnByB8WrjsRGIsMkloLIds","Ganesh Traders","12.983722686767578","77.5627212524414","0x3bae161fc8c119db:0xdb210b5a920c8b18","0","https://www.google.com/maps/place/?q=place_id:ChIJ2xnByB8WrjsRGIsMkloLIds","gmaps_v2","supermarket","1687847039"
"ChIJpf2u1XE9rjsRTidHMI5RegU","RMC Yard","13.020758628845215","77.54691314697266","0x3bae3d71d5aefda5:0x57a518e3047274e","11378","https://www.google.com/maps/place/?q=place_id:ChIJpf2u1XE9rjsRTidHMI5RegU","gmaps_v2","supermarket","1699615207"
"ChIJE8oTp_M9rjsRtxHjPnUlMAs","Janatha Bazaar","12.984917640686035","77.55435180664062","0x3bae3df3a713ca13:0xb3025753ee311b7","22","https://www.google.com/maps/place/?q=place_id:ChIJE8oTp_M9rjsRtxHjPnUlMAs","gmaps_v2","supermarket","1699615207"
"ChIJw8oTLw89rjsRKgsfLTxxZ40","Sri Manjunatha Jewelery Works","13.015519142150879","77.52996826171875","0x3bae3d0f2f13cac3:0x8d67713c2d1f0b2a","0","https://www.google.com/maps/place/?q=place_id:ChIJw8oTLw89rjsRKgsfLTxxZ40","gmaps_v2","supermarket","1687847039"
"ChIJgRJSAR0WrjsRveROxcXombM","Minerva Mill","12.979647636413574","77.56449127197266","0x3bae161d01521281:0xb399e8c5c54ee4bd","4","https://www.google.com/maps/place/?q=place_id:ChIJgRJSAR0WrjsRveROxcXombM","gmaps_v2","supermarket","1687847039"
"ChIJoTv6y4s9rjsR49Hqatibq8I","Vijayalakshmi Traders","12.992634773254395","77.55875396728516","0x3bae3d8bcbfa3ba1:0xc2ab9bd86aead1e3","0","https://www.google.com/maps/place/?q=place_id:ChIJoTv6y4s9rjsR49Hqatibq8I","gmaps_v2","supermarket","1687847039"
"ChIJ675AKwo9rjsRqhTcJ35YtFA","Sri Maruthi Enterprises","13.012201309204102","77.53357696533203","0x3bae3d0a2b40beeb:0x50b4587e27dc14aa","3","https://www.google.com/maps/place/?q=place_id:ChIJ675AKwo9rjsRqhTcJ35YtFA","gmaps_v2","supermarket","1687847039"
"ChIJA9PcqHI9rjsRhR2du18QWA0","Narasimha","12.998285293579102","77.55404663085938","0x3bae3d72a8dcd303:0xd58105fbb9d1d85","1","https://www.google.com/maps/place/?q=place_id:ChIJA9PcqHI9rjsRhR2du18QWA0","gmaps_v2","supermarket","1687847039"
"ChIJ3aB1bwEWrjsR7HqA6UiMm9o","Kaveri Electricals","12.97066879272461","77.56571197509766","0x3bae16016f75a0dd:0xda9b8c48e9807aec","0","https://www.google.com/maps/place/?q=place_id:ChIJ3aB1bwEWrjsR7HqA6UiMm9o","gmaps_v2","supermarket","1687847039"
"ChIJXeJkHgMWrjsR6rPM60VDFP0","Hunasemara","12.97535228729248","77.56495666503906","0x3bae16031e64e25d:0xfd144345ebccb3ea","0","https://www.google.com/maps/place/?q=place_id:ChIJXeJkHgMWrjsR6rPM60VDFP0","gmaps_v2","supermarket","1687847039"
"ChIJDRV4Efg9rjsR1Pg2Lb1PVfo","Corporation Market","12.97585678100586","77.56104278564453","0x3bae3df81178150d:0xfa554fbd2d36f8d4","39","https://www.google.com/maps/place/?q=place_id:ChIJDRV4Efg9rjsR1Pg2Lb1PVfo","gmaps_v2","supermarket","1687847039"
"ChIJbSdDU3Y9rjsRGa0skkqehAw","Royalmart Supermarket","13.012556076049805","77.54753112792969","0x3bae3d765343276d:0xc849e4a922cad19","0","https://www.google.com/maps/place/?q=place_id:ChIJbSdDU3Y9rjsRGa0skkqehAw","gmaps_v2","supermarket","1687847039"
"ChIJSxQwTYo9rjsRMNIGFRqatDU","City Rice Shop","12.991745948791504","77.55911254882812","0x3bae3d8a4d30144b:0x35b49a1a1506d230","2","https://www.google.com/maps/place/?q=place_id:ChIJSxQwTYo9rjsRMNIGFRqatDU","gmaps_v2","supermarket","1699615207"
"ChIJT0eqezAXrjsRzNJv2U_z--g","Reliance Smart Point","13.038775444030762","77.56441497802734","0x3bae17307baa474f:0xe8fbf34fd96fd2cc","147","https://www.google.com/maps/place/?q=place_id:ChIJT0eqezAXrjsRzNJv2U_z--g","gmaps_v2","supermarket","1699615207"
"ChIJwe1tLP0XrjsR7OadOGle850","FIVESTAR BRASS INDIA LIMITED","12.982558250427246","77.56302642822266","0x3bae17fd2c6dedc1:0x9df35e69389de6ec","0","https://www.google.com/maps/place/?q=place_id:ChIJwe1tLP0XrjsR7OadOGle850","gmaps_v2","supermarket","1687847039"
"ChIJnaJzYeUXrjsRCH2xTD_Szhs","LuLu Forex","12.981579780578613","77.56343078613281","0x3bae17e56173a29d:0x1bced23f4cb17d08","1","https://www.google.com/maps/place/?q=place_id:ChIJnaJzYeUXrjsRCH2xTD_Szhs","gmaps_v2","supermarket","1687847039"
"ChIJjWWmXiUWrjsR4Rd-xX51IZc","Kiran Agencies","12.999553680419922","77.57223510742188","0x3bae16255ea6658d:0x9721757ec57e17e1","506","https://www.google.com/maps/place/?q=place_id:ChIJjWWmXiUWrjsR4Rd-xX51IZc","gmaps_v2","supermarket","1699615207"
"ChIJjfCcuL89rjsRZsI4Q7c_PgA","SHOPPERS' CITY","12.988883018493652","77.53751373291016","0x3bae3dbfb89cf08d:0x3e3fb74338c266","103","https://www.google.com/maps/place/?q=place_id:ChIJjfCcuL89rjsRZsI4Q7c_PgA","gmaps_v2","supermarket","1699615207"
"ChIJe2fRNyM9rjsRhysE-7I4V9A","SLV PROVISON STORE","13.035959243774414","77.52696990966797","0x3bae3d2337d1677b:0xd05738b2fb042b87","1","https://www.google.com/maps/place/?q=place_id:ChIJe2fRNyM9rjsRhysE-7I4V9A","gmaps_v2","supermarket","1699615207"
"ChIJ3eTgZvY9rjsR_OWbrzpM6p8","Karthik Travel Solutions","12.981232643127441","77.55953216552734","0x3bae3df666e0e4dd:0x9fea4c3aaf9be5fc","0","https://www.google.com/maps/place/?q=place_id:ChIJ3eTgZvY9rjsR_OWbrzpM6p8","gmaps_v2","supermarket","1687847039"
"ChIJ_zKTYLQ9rjsRmFxypZVpbSI","Tower-6","13.008529663085938","77.55316925048828","0x3bae3db4609332ff:0x226d6995a5725c98","0","https://www.google.com/maps/place/?q=place_id:ChIJ_zKTYLQ9rjsRmFxypZVpbSI","gmaps_v2","supermarket","1687847039"
"ChIJy8y1aB8XrjsRJm8NHZUArtQ","Helios Watch Store & Titan World","12.981101989746094","77.56382751464844","0x3bae171f68b5cccb:0xd4ae00951d0d6f26","27","https://www.google.com/maps/place/?q=place_id:ChIJy8y1aB8XrjsRJm8NHZUArtQ","gmaps_v2","supermarket","1687847039"
"ChIJH7NnZgk9rjsRaWtl7gAeuvA","Sri Vasavi Provision Stores","13.013386726379395","77.53265380859375","0x3bae3d096667b31f:0xf0ba1e00ee656b69","158","https://www.google.com/maps/place/?q=place_id:ChIJH7NnZgk9rjsRaWtl7gAeuvA","gmaps_v2","supermarket","1699615207"
"ChIJkY3prho9rjsRZUFNKfRwCYk","Dinasi (wholesale buy n save)","13.011649131774902","77.5443115234375","0x3bae3d1aaee98d91:0x890970f4294d4165","2","https://www.google.com/maps/place/?q=place_id:ChIJkY3prho9rjsRZUFNKfRwCYk","gmaps_v2","supermarket","1699615207"
"ChIJGydcU409rjsREbCFSSzczdo","M.R.V Enterprises","12.987772941589355","77.5509262084961","0x3bae3d8d535c271b:0xdacddc2c4985b011","0","https://www.google.com/maps/place/?q=place_id:ChIJGydcU409rjsREbCFSSzczdo","gmaps_v2","supermarket","1687847039"
"ChIJLzKwZXA9rjsRowKI1GgtEEI","R K MART","13.005809783935547","77.52626037597656","0x3bae3d7065b0322f:0x42102d68d48802a3","75","https://www.google.com/maps/place/?q=place_id:ChIJLzKwZXA9rjsRowKI1GgtEEI","gmaps_v2","supermarket","1699615207"
"ChIJuzR9Jl49rjsR-GLzvqAzZ9k","MATHIKERE Boy's Group's","13.03357219696045","77.55818939208984","0x3bae3d5e267d34bb:0xd96733a0bef362f8","1","https://www.google.com/maps/place/?q=place_id:ChIJuzR9Jl49rjsR-GLzvqAzZ9k","gmaps_v2","supermarket","1699615207"
"ChIJtffXKeg9rjsRynId3oTBy5M","Pawan Super Market","12.97815227508545","77.53901672363281","0x3bae3de829d7f7b5:0x93cbc184de1d72ca","78","https://www.google.com/maps/place/?q=place_id:ChIJtffXKeg9rjsRynId3oTBy5M","gmaps_v2","supermarket","1699615207"
"ChIJZfW34AcXrjsRJHZa18s9JWg","Railway magistrates","12.974411010742188","77.56570434570312","0x3bae1707e0b7f565:0x68253dcbd75a7624","1","https://www.google.com/maps/place/?q=place_id:ChIJZfW34AcXrjsRJHZa18s9JWg","gmaps_v2","supermarket","1687847039"
"ChIJudtAjiAWrjsR76eul7CHDAE","The Chanakya","12.976232528686523","77.56139373779297","0x3bae16208e40dbb9:0x10c87b097aea7ef","0","https://www.google.com/maps/place/?q=place_id:ChIJudtAjiAWrjsR76eul7CHDAE","gmaps_v2","supermarket","1687847039"
"ChIJX8PQCuA9rjsRFiSq8tX9Akk","Raju Tiffin Center","12.99173641204834","77.53561401367188","0x3bae3de00ad0c35f:0x4902fdd5f2aa2416","0","https://www.google.com/maps/place/?q=place_id:ChIJX8PQCuA9rjsRFiSq8tX9Akk","gmaps_v2","supermarket","1687847039"
"ChIJeyLM4fE9rjsRndRD_R8-s0w","Bindu Sundher Residency","12.980814933776855","77.550537109375","0x3bae3df1e1cc227b:0x4cb33e1ffd43d49d","0","https://www.google.com/maps/place/?q=place_id:ChIJeyLM4fE9rjsRndRD_R8-s0w","gmaps_v2","supermarket","1687847039"
"ChIJTYgkHh09rjsRUW5Y7Es-nSo","S A super mart","13.008784294128418","77.5278549194336","0x3bae3d1d1e24884d:0x2a9d3e4bec586e51","0","https://www.google.com/maps/place/?q=place_id:ChIJTYgkHh09rjsRUW5Y7Es-nSo","gmaps_v2","supermarket","1699615207"
"ChIJP6sh38oXrjsR9rTk4UTkfGw","Cookie Man - Global Malls","12.98147201538086","77.56353759765625","0x3bae17cadf21ab3f:0x6c7ce444e1e4b4f6","15","https://www.google.com/maps/place/?q=place_id:ChIJP6sh38oXrjsR9rTk4UTkfGw","gmaps_v2","supermarket","1687847039"
"ChIJz8HD_BsWrjsRwaW9B17h1bo","Mahesh Furnitures","12.982674598693848","77.56831359863281","0x3bae161bfcc3c1cf:0xbad5e15e07bda5c1","0","https://www.google.com/maps/place/?q=place_id:ChIJz8HD_BsWrjsRwaW9B17h1bo","gmaps_v2","supermarket","1687847039"
"ChIJKaYTAcQXrjsR0Dd_jiExVlo","Hopcoms Stall 156","13.02807903289795","77.57386779785156","0x3bae17c40113a629:0x5a5631218e7f37d0","35","https://www.google.com/maps/place/?q=place_id:ChIJKaYTAcQXrjsR0Dd_jiExVlo","gmaps_v2","supermarket","1687847039"
"ChIJF0PpwGM9rjsR5Fu0is9w9YY","super market","13.026290893554688","77.55780029296875","0x3bae3d63c0e94317:0x86f570cf8ab45be4","5","https://www.google.com/maps/place/?q=place_id:ChIJF0PpwGM9rjsR5Fu0is9w9YY","gmaps_v2","supermarket","1687847039"
"ChIJXdHzSowXrjsRmaZyh5XpZF0","RAILWAY NEW PARK","12.977325439453125","77.56558227539062","0x3bae178c4af3d15d:0x5d64e9958772a699","2","https://www.google.com/maps/place/?q=place_id:ChIJXdHzSowXrjsRmaZyh5XpZF0","gmaps_v2","supermarket","1687847039"
"ChIJk8n_ZPo9rjsRcIoHaWBff3o","G.H.Kumar Automobiles & Engineering Works","12.97565746307373","77.55387878417969","0x3bae3dfa64ffc993:0x7a7f5f6069078a70","1","https://www.google.com/maps/place/?q=place_id:ChIJk8n_ZPo9rjsRcIoHaWBff3o","gmaps_v2","shoe_store","1687847039"
"ChIJ_eJGHWI9rjsRzHOXxuUstOU","R.G. Plastics","13.027689933776855","77.56114196777344","0x3bae3d621d46e2fd:0xe5b42ce5c69773cc","0","https://www.google.com/maps/place/?q=place_id:ChIJ_eJGHWI9rjsRzHOXxuUstOU","gmaps_v2","shoe_store","1687847039"
"ChIJKynCdSEWrjsR3GxjNXbI8IM","Lakshmi Foot Wear","12.99134349822998","77.56640625","0x3bae162175c2292b:0x83f0c87635636cdc","2","https://www.google.com/maps/place/?q=place_id:ChIJKynCdSEWrjsR3GxjNXbI8IM","gmaps_v2","shoe_store","1687847039"
"ChIJ37ExUfEXrjsRUF2otaQjMRo","Bhojaraj Shop","13.028219223022461","77.5730972290039","0x3bae17f15131b1df:0x1a3123a4b5a85d50","0","https://www.google.com/maps/place/?q=place_id:ChIJ37ExUfEXrjsRUF2otaQjMRo","gmaps_v2","shoe_store","1687847039"
"ChIJ1dBBp3g9rjsRaQN4aWJKrVQ","NIKE","13.010873794555664","77.55462646484375","0x3bae3d78a741d0d5:0x54ad4a6269780369","205","https://www.google.com/maps/place/?q=place_id:ChIJ1dBBp3g9rjsRaQN4aWJKrVQ","gmaps_v2","shoe_store","1687847039"
"ChIJK8_elLk9rjsRtCAYwybvLsE","Sri Guru Raghavendra enterprises","13.002606391906738","77.5449447631836","0x3bae3db994decf2b:0xc12eef26c31820b4","2","https://www.google.com/maps/place/?q=place_id:ChIJK8_elLk9rjsRtCAYwybvLsE","gmaps_v2","shoe_store","1687847039"
"ChIJtbPag3w9rjsRdtSxUykUFGM","Smf Footweear","13.019437789916992","77.55643463134766","0x3bae3d7c83dab3b5:0x6314142953b1d476","0","https://www.google.com/maps/place/?q=place_id:ChIJtbPag3w9rjsRdtSxUykUFGM","gmaps_v2","shoe_store","1687847039"
"ChIJw7YWKiEWrjsRAAAA0MVX6hc","Htms Footwear","12.993383407592773","77.5652084350586","0x3bae16212a16b6c3:0x17ea57c5d0000000","0","https://www.google.com/maps/place/?q=place_id:ChIJw7YWKiEWrjsRAAAA0MVX6hc","gmaps_v2","shoe_store","1687847039"
"ChIJe2nl8-89rjsR0_zfpN8fFRQ","FASHION FOOT WEAR Mr IRFAN PASHA","13.006621360778809","77.53253936767578","0x3bae3deff3e5697b:0x14151fdfa4dffcd3","0","https://www.google.com/maps/place/?q=place_id:ChIJe2nl8-89rjsR0_zfpN8fFRQ","gmaps_v2","shoe_store","1687847039"
"ChIJQVK0vNo9rjsRyKlk2C8jJ4k","Pari Cycle House","12.988262176513672","77.54859161376953","0x3bae3ddabcb45241:0x8927232fd864a9c8","54","https://www.google.com/maps/place/?q=place_id:ChIJQVK0vNo9rjsRyKlk2C8jJ4k","gmaps_v2","shoe_store","1687847039"
"ChIJuUO6UK89rjsRuMnCf2B2-ao","Ramdev Gift & Footwear","13.002884864807129","77.52716064453125","0x3bae3daf50ba43b9:0xaaf976607fc2c9b8","1","https://www.google.com/maps/place/?q=place_id:ChIJuUO6UK89rjsRuMnCf2B2-ao","gmaps_v2","shoe_store","1687847039"
"ChIJH6mmBKA9rjsRxzOrZ8jw_DI","Sri Durga Footwear Centre","13.009033203125","77.53900146484375","0x3bae3da004a6a91f:0x32fcf0c867ab33c7","2","https://www.google.com/maps/place/?q=place_id:ChIJH6mmBKA9rjsRxzOrZ8jw_DI","gmaps_v2","shoe_store","1687847039"
"ChIJCUJRIIw9rjsRuSoy1OA4jxs","Hima Enterprises","12.993369102478027","77.55462646484375","0x3bae3d8c20514209:0x1b8f38e0d4322ab9","2","https://www.google.com/maps/place/?q=place_id:ChIJCUJRIIw9rjsRuSoy1OA4jxs","gmaps_v2","shoe_store","1687847039"
"ChIJN6aqiCAWrjsRMsZWG7jm1b4","Sri Ganesh Footwear","12.991695404052734","77.5623550415039","0x3bae162088aaa637:0xbed5e6b81b56c632","0","https://www.google.com/maps/place/?q=place_id:ChIJN6aqiCAWrjsRMsZWG7jm1b4","gmaps_v2","shoe_store","1687847039"
"ChIJYWGuWbA9rjsRH9zyl6ox5n8","M G A Foot Wear. Fairoz Pasha","12.981329917907715","77.54362487792969","0x3bae3db059ae6161:0x7fe631aa97f2dc1f","0","https://www.google.com/maps/place/?q=place_id:ChIJYWGuWbA9rjsRH9zyl6ox5n8","gmaps_v2","shoe_store","1687847039"
"ChIJTerAQ3U9rjsRuxbCRCs1mY0","Shoecare","13.010734558105469","77.54021453857422","0x3bae3d7543c0ea4d:0x8d99352b44c216bb","1","https://www.google.com/maps/place/?q=place_id:ChIJTerAQ3U9rjsRuxbCRCs1mY0","gmaps_v2","shoe_store","1687847039"
"ChIJg_L-8jkWrjsRa2wkbA9h75M","A N A Hardware & Paints","12.999130249023438","77.5796890258789","0x3bae1639f2fef283:0x93ef610f6c246c6b","23","https://www.google.com/maps/place/?q=place_id:ChIJg_L-8jkWrjsRa2wkbA9h75M","gmaps_v2","shoe_store","1687847039"
"ChIJEdhUAycWrjsRmWIWSk0A15U","Variety Footwear","12.99611759185791","77.56446075439453","0x3bae16270354d811:0x95d7004d4a166299","4","https://www.google.com/maps/place/?q=place_id:ChIJEdhUAycWrjsRmWIWSk0A15U","gmaps_v2","shoe_store","1687847039"
"ChIJ_4TSbZk9rjsRzgQf1h3CX-M","Shiva Fancy Store","12.987343788146973","77.54666900634766","0x3bae3d996dd284ff:0xe35fc21dd61f04ce","5","https://www.google.com/maps/place/?q=place_id:ChIJ_4TSbZk9rjsRzgQf1h3CX-M","gmaps_v2","shoe_store","1687847039"
"ChIJRfUZMfg9rjsRQAkOrnHqrsA","M T Footwear","12.975884437561035","77.55941772460938","0x3bae3df83119f545:0xc0aeea71ae0e0940","1","https://www.google.com/maps/place/?q=place_id:ChIJRfUZMfg9rjsRQAkOrnHqrsA","gmaps_v2","shoe_store","1687847039"
"ChIJK4inPCAWrjsRpJDaN2rVUMs","Sri Hari Hara Enterprises","12.989043235778809","77.563720703125","0x3bae16203ca7882b:0xcb50d56a37da90a4","1","https://www.google.com/maps/place/?q=place_id:ChIJK4inPCAWrjsRpJDaN2rVUMs","gmaps_v2","shoe_store","1687847039"
"ChIJC5hMoN89rjsRZxG8ClUrzYI","Bulbul Footwear","12.980119705200195","77.53846740722656","0x3bae3ddfa04c980b:0x82cd2b550abc1167","0","https://www.google.com/maps/place/?q=place_id:ChIJC5hMoN89rjsRZxG8ClUrzYI","gmaps_v2","shoe_store","1687847039"
"ChIJ4_b0xYc9rjsR6jy77I1Jq6U","Golden Goal Sports","13.043952941894531","77.5111312866211","0x3bae3d87c5f4f6e3:0xa5ab498decbb3cea","30","https://www.google.com/maps/place/?q=place_id:ChIJ4_b0xYc9rjsR6jy77I1Jq6U","gmaps_v2","shoe_store","1687847039"
"ChIJiaI5i4g9rjsR4Xe0dXmb26k","Bismilla Cycle Mart","12.998332023620605","77.55799102783203","0x3bae3d888b39a289:0xa9db9b7975b477e1","41","https://www.google.com/maps/place/?q=place_id:ChIJiaI5i4g9rjsR4Xe0dXmb26k","gmaps_v2","shoe_store","1687847039"
"ChIJaxdi2mM9rjsRzUNpzaYZIk8","P G Branded Bags","13.02710247039795","77.55824279785156","0x3bae3d63da62176b:0x4f2219a6cd6943cd","0","https://www.google.com/maps/place/?q=place_id:ChIJaxdi2mM9rjsRzUNpzaYZIk8","gmaps_v2","shoe_store","1687847039"
