id,bathrooms,bedrooms,price,name,lat,lng,type,desc,covered_area,carpet_area,trans_type,source
zOMnhjdToZlzpSvf+uAgZw==,2.0,2.0,7533750.0,2BHK Multistorey Apartment for New Property in Subham Antique City at Budigere Cross,13.046666,77.750073,,,1435.0,,New Property,MagicBricks
8a9fac838c18db5b018c1a1acaa046b8,2.0,2.0,8800000.0,2 BHK Flat  In Sbr Keerthi For Sale  In Sannatammanahalli,13.050726953875255,77.75802187621593,AP,"Hi, the property is located right opposite to Geist brewing company, main road facing balconies with an amazing view:)",1132.0,,BUY,NoBroker
8a9fc383890df0d40189120d31901b63,2.0,3.0,12800000.0,"3 BHK Flat  In Sbr Horizon For Sale  In Seegehalli, Krishnarajapura",13.0181285,77.7630505,AP,,1218.0,,BUY,NoBroker
8a9f92827ad6aeec017ad6ffe8932b0e,2.0,2.0,7900000.0,2 BHK Flat  In Shriram Greenfield  For Sale  In Bendiganahalli,13.0710481,77.7530524,AP,,935.0,675.0,BUY,NoBroker
8a9fc58389b550100189b5e4f2d671c5,4.0,4.0,24700000.0,4 BHK Flat  In Assetz Bloom And Dell For Sale  In  Doddabanahalli,13.02505231115138,77.74614214898939,AP,,2147.0,1585.0,BUY,NoBroker
8a9f9a838bd5e87c018bd731a94b184a,3.0,3.0,8850000.0,"3 BHK Flat  In United Developers Elysium, Bangalore For Sale  In Seegehalli, Krishnarajapura",13.0125046899157,77.76238951832056,AP,"Corner flat & spacious large rooms & ample natural light. Well-maintained, freshly painted unfurnished flat.  Visitor parking, Swimming pool, gym, & party hall. Power backup, & 24 hrs water supply.
Immediately available. Great for families too.
Proximity to malls, hypermarkets, multiplex, markets, and metro station.",1510.0,1100.0,BUY,NoBroker
8a9fb4827d1a0a74017d1aa56e48281d,2.0,2.0,7200000.0,2 BHK Flat  In Vijayasri Eldorado For Sale  In Whitefield,13.037019388873835,77.75274653558196,AP,,1110.0,750.0,BUY,NoBroker
8a9ff082888e3b5b01888e6586ed03e4,2.0,2.0,6200000.0,2 BHK Flat  In Ds-max Sangam Grand For Sale  In Krishnarajapura,13.018449623231398,77.76341747492552,AP,"Reasonably priced flat with good quality and layout. It is almost done and it is not registered yet. Amenities like 24 7 gated security, uninterrupted power and water supply swimming pool, kids play area and park. Already a few families are staying. About neighborhood, there are 3 big schools within 1km distance and there is a sports complex where one can play and learn badminton, tennis, football etc. The cost includes BWSSB (water), KPTCL (power) and car parking. There are about 345 flats in this community where you can make good friends and have fun. Metro station is 2.5km away and you can travel to Majestic and beyond by July. Currently metro line connects ITPL, EPIP and KRPuram. Brokers please excuse and only serious buyers will be considered. Price is slightly negotiable.",1012.0,760.0,BUY,NoBroker
8a9fd4838ad5b493018ad5f98fd93c15,2.0,3.0,14000000.0,3 BHK Flat  In East Crest Salarpuria Sattva For Sale  In Budigere Cross Bus Stop,13.04654,77.750421,AP,beautiful property facing swimming pool,1425.0,976.0,BUY,NoBroker
8a9fa2848bf9f43a018bfaf84b2a74f0,2.0,3.0,7800000.0,3 BHK Flat  In Pashmina Codename Maximum Khushiyaan For Sale  In Bidarahalli,13.075892,77.723366,AP,"3 BHK, east facing apartment in brand new building. This unit is on the 10th floor with an amazing view and has two balconies. Excellent connectivity to airport, Old Madras Road, NH, schools, and hospitals. This lovely 3 BHK is a Jodi unit (can be retained as two BHK with extra living space or converted to 3 BHK as per your choice) is available for sale without any extra brokerage..",1089.0,,BUY,NoBroker
8a9f858284fb7d800184fc0667a37d1b,2.0,2.0,8500000.0,2 BHK Flat  In Shriram Greenfield  For Sale  In Bendiganahalli,13.071565687494251,77.75111455704305,AP,"It's time you said yes to the Shriram Greenfield, luxuriously designed apartments, built and designed to match your contemporary lifestyle. Located at Budigere Cross, a 15 minute drive from Whitefield, Shriram Greenfieldis spread on 19.5 acres of land. It offers 2 grand clubhouses, swimming pool, amphitheatre and many such fun-packed & future ready amenities. It's conceptualised to provide 78% open space, offering a green & serene atmosphere",1065.0,,BUY,NoBroker
8a9fb3838bff21f4018bffc5c1a2379b,2.0,2.0,12900001.0,2 BHK Flat  In Codename Budigere For Sale  In Budigere,13.0577783,77.74397239999999,AP,"Builder Possession Date:- Dec 26							
			Codename Budigere one of the prominent residential developments by Reputed Grade A Builders in Bangalore. It offers spacious and skilfully-designed 2, 3 BHK apartments surrounded by choicest amenities exclusive to the residents.It is easy in price and honey in size, ideal for you and your family. It brings affordable luxury in a privately enclosed, serene and fully-equipped gated community. Exuding comfort and warmth, its prime location and its modern amenities makes this long-term investment, a quality one. The project enjoys great proximity to educational institutions, commercial establishments, entertainment facilities, medical assistance centers and other such utilitarian services ensuring that work and recreation facilities are just around the corner.",1157.0,809.0,BUY,NoBroker
8a9fa0838bff1a4f018bffc8b6bc39a2,2.0,3.0,16900001.0,3 BHK Flat  In Codename Budigere For Sale  In Budigere,13.036960700000003,77.7475664782959,AP,"Builder Possession Date:- Dec 26								
					Codename Budigere one of the prominent residential developments by Reputed Grade A Builders in Bangalore. It offers spacious and skilfully-designed 2, 3 BHK apartments surrounded by choicest amenities exclusive to the residents.It is easy in price and honey in size, ideal for you and your family. It brings affordable luxury in a privately enclosed, serene and fully-equipped gated community. Exuding comfort and warmth, its prime location and its modern amenities makes this long-term investment, a quality one. The project enjoys great proximity to educational institutions, commercial establishments, entertainment facilities, medical assistance centers and other such utilitarian services ensuring that work and recreation facilities are just around the corner.",1530.0,1070.0,BUY,NoBroker
8a9fa0838c518540018c5215d3ff3dc1,2.0,2.0,8600000.0,2 BHK Flat  In Sumadhura Aspire Amber For Sale  In Whitefield,13.029048,77.751922,AP,"Atal botanical garden view, super quality construction by premium builder, very well access to malls, schools, hospitals, NHAI, Botanical Garden, Airport. 
2 Years of maintenance free. Covered Car & Bike parking, Club house, swimming pool and all other ultra amenities included",945.0,639.0,BUY,NoBroker
8a9fdc83899a464a01899af763b44179,2.0,2.0,12000000.0,2 BHK Flat  In Sumadhura Eden Garden For Sale  In Whitefield,13.028368400000003,77.75069270000002,AP,"Newly constructed flat in Sumadhura Eden Garden with complete wooden work, modular kitchen,  fans , led lights , exhaust fans , Geysers, Utility area complete fittings , curtain rods ? etc , is available for for  immediate sale . Registration was  done on 12 th June 2023 only . Owner is in Germany so wants to sell the flat now .",1096.0,850.0,BUY,NoBroker
8a9ff2828663faef0186643bb1513219,2.0,2.0,7200000.0,2 BHK Flat  In Sattva Bliss For Sale  In Bommenahalli,13.062427274662058,77.74586189039918,AP,,763.0,591.0,BUY,NoBroker
8a9fff8c8a5ff804018a603819a63546,2.0,2.0,10000000.0,2 BHK Flat  In Brigade Calista Phase 2 For Sale  In Budigere Cross,13.062779444368765,77.73969259489297,AP,,1039.0,727.0,BUY,NoBroker
8a9ffa838a202bab018a21344f3f15f5,3.0,3.0,12200000.0,3 BHK Flat  In Brigade Calista Phase 2 For Sale  In Budigere Cross,13.062779444368765,77.73969259489297,AP,,1217.0,852.0,BUY,NoBroker
8a9fbb83886ae19c01886af7dbb0086c,2.0,2.0,7800000.0,2 BHK Flat  In Sbr Keerthi For Sale  In Katamnallur,13.050764812169708,77.75803242935015,AP,,1237.0,758.0,BUY,NoBroker
8a9fd3f9870a0f2701870a4f48ae148a,2.0,2.0,6000000.0,2 BHK Flat  In Jp Tulips For Sale  In M V Extenstion,13.067756443007944,77.7795689081955,AP,,1130.0,904.0,BUY,NoBroker
8a9f8b8387bdbdee0187be0dde7d2ba3,2.0,2.0,8372000.0,2 BHK Flat  In Sbr Keerthi For Sale  In Katamnallur,13.050750655493482,77.7580426946008,AP,This is a brand new property which is under construction and ready for woodwork. planning to sell it before I get registered on my name.,1288.0,900.0,BUY,NoBroker
8a9f91eb755504000175552448c00e05,3.0,4.0,17500000.0,4 BHK Flat  In Sbr Horizon For Sale  In K R Puram,13.018169416309409,77.76310555097191,AP,"Prime location
Good ventilation and sunlight
Balcony is east facing
Modern Amenities 	On the first floor, the apartment is well done with all the interiors. The society has Star Bazaar, Inox, Mall with food court, a Salon and a few restaurants.",1792.0,,BUY,NoBroker
