id,name,lat,lng,source,category,number_of_votes,reviews_per_day
ChIJ_0t19k0FrjsRlEZ9YjcZqrs,CAKE LANE,13.06913948059082,77.79004669189453,gmaps_v2,hospital,1928,2.7347396509767243
ChIJc_Xsn9AFrjsRs1k_khldx-A,"Dr Venugopal Reddy I, Pediatrician | Hoskote, Bengaluru",13.069308280944824,77.78099822998047,gmaps_v2,clinic,218,1.8990299472884893
ChIJV1RVRn0FrjsRFQFTD0wmOnA,"Ovum Hospital: Best Women & Child Care Hospital in Bangalore, Pediatrics & NICU Care",13.06935691833496,77.78112030029297,gmaps_v2,clinic,1608,0.7823998728708332
ChIJa3P5iLARrjsROP7NklP0R14,Navachetana Children Orphanage - MTNC Trust,13.040059089660645,77.73983001708984,gmaps_v2,clinic,1256,0.5736681576919448
ChIJpexWh-MPrjsRu0wj6yQ223A,"Lenskart.com at Brigade Orion Uptown Mall, Bengaluru",13.055339813232422,77.76390075683594,gmaps_v2,clinic,416,0.4600549704660335
ChIJXQdPxdIPrjsR-scJ7YGbGFI,"The Dental People | Center for Implant , Root canal & Clear Aligners | Most advanced in house CBCT , OPG & 3D scanner",13.063230514526367,77.74028015136719,gmaps_v2,clinic,749,0.4575098287559833
ChIJ7evkRXkFrjsRNADLnGIvIIw,B M Lab & Digital X Ray,13.073261260986328,77.78634643554688,gmaps_v2,clinic,860,0.3847736097128865
ChIJZ682dZEPrjsRChSy0BsDDhI,The Smile Clinic - Multispecialty Dental Clinic and Implantology Centre,13.012791633605955,77.76254272460938,gmaps_v2,hospital,90,0.3396742246365767
ChIJccKywbUPrjsRzMQlKszYy2c,DGS Stroke Rehabilitation Center,13.061427116394045,77.79252624511719,gmaps_v2,clinic,288,0.3309736448641564
ChIJZTviGX0FrjsR0cGASCn_j0A,Siliconcity Hospitals in Hoskote Bangalore,13.068737030029297,77.78125762939453,gmaps_v2,clinic,661,0.286747193846142
ChIJW3dDJQcPrjsROgH2scdebSQ,Mom’s Belief Therakeyz,13.012804985046388,77.76236724853516,gmaps_v2,clinic,126,0.255943256131245
ChIJmcegE8wPrjsRzlrmozE0dig,"Motherhood Clinic - Kannamangala, Bangalore",13.024798393249512,77.76132202148438,gmaps_v2,clinic,555,0.2513084724763845
