id,name,lat,lng,brand_name,brand_id,number_of_votes,rating,cost_for_two
19355061,Flyover Drinkery,13.049246072,77.5931897387,N_A,N_A,285.0,4.0,1500
18749492,Barley & Grapes Cafe,13.0638013778,77.5901028514,N_A,N_A,826.0,4.0,1300
18943247,Blytons,13.0637837415,77.5901967287,N_A,N_A,349.0,3.9,1500
56764,Sanjay Punjabi Dhaba,13.0578069,77.5950493,Sanjay Punjabi Dhaba,zomato_sanjay_punjabi_dhaba,4234.0,4.0,800
51928,Verve - Royal Orchid Resort,13.0865557759,77.5912069157,N_A,N_A,669.0,4.0,1500
18706428,Byg Brewski Brewing Company,13.070914598,77.6516005397,N_A,N_A,22100.0,4.4,1800
19157932,Burgers Kingdom,13.0574169413,77.5909202546,N_A,N_A,1095.0,3.6,300
18762828,Sri Manjunatha Grand,13.0348953638,77.6049233973,Sri Manjunatha Grand,zomato_sri_manjunatha_grand,1931.0,3.8,300
18756047,Balaji Mess,13.0579532299,77.596071437,N_A,N_A,300.0,3.9,300
18895555,Hangout Cafe,13.0396825097,77.6294216886,N_A,N_A,34.0,3.7,300
18614337,California Burrito,13.0492055713,77.5932152197,California Burrito,zomato_california_burrito,4592.0,4.0,300
18719429,Bangalore Vibes,13.0311563215,77.6356987283,N_A,N_A,729.0,3.6,300
19261186,Ocean Cake,13.03364,77.633186,N_A,N_A,761.0,3.8,300
20389051,Arabian Shawarma,13.0394226,77.6212449,N_A,N_A,50.0,3.8,300
19824443,New Chickpete Donne Biryani,13.0260727405,77.631496042,New Chickpete Donne Biryani,zomato_new_chickpete_donne_biryani,0.0,3.6,300
19144857,New Krishna Sagar Food Court,13.0724525028,77.6039413735,N_A,N_A,5999.0,3.8,300
19201041,Pulimunchi Express,13.099674345,77.5976391882,Pulimunchi Express,zomato_pulimunchi_express,28.0,3.7,300
19837531,Indian Flavours,13.0659079313,77.6422289014,N_A,N_A,12.0,3.7,300
20062224,Pepper Kitchen,13.0907194918,77.6355736703,N_A,N_A,24.0,3.7,300
19663867,Sushi Dum Biryani & Kabab,13.066365,77.640507,N_A,N_A,51.0,3.9,300
20179719,Southern Fried Chicken Xtra,13.0566597,77.6443147,N_A,N_A,83.0,3.8,350
18567491,Thanco's Natural Ice Cream,13.0632948225,77.5915478915,Thanco's Natural Ice Cream,zomato_thanco's_natural_ice_cream,506.0,3.9,400
19847542,Pizza Heaven,13.0623904668,77.6493213326,N_A,N_A,129.0,3.7,400
19512687,Naga's,13.0885243243,77.6352890208,N_A,N_A,123.0,3.4,400
19790653,Gowdru Mane Mudde Oota,13.0579551895,77.596067749,N_A,N_A,115.0,3.9,450
20370762,Jamie's Pizzeria By Jamie Oliver,13.094139891,77.5948905945,N_A,N_A,18.0,3.6,1000
20373370,Gyros Kitchen,13.0308529,77.6354968,N_A,N_A,22.0,3.9,400
59237,Sangam Sweets,13.0665284631,77.6516085863,N_A,N_A,6931.0,4.1,400
60192,Udupi Grand,13.103309814,77.6006492972,Udupi Grand,zomato_udupi_grand,10400.0,4.0,400
19615548,Pot Biryani,13.0396331885,77.6207477599,Pot Biryani,zomato_pot_biryani,804.0,3.8,400
19539151,Swiss Cream,13.0632899235,77.5911462307,N_A,N_A,440.0,3.8,400
60709,Aahar Family Restaurant,13.0495416611,77.5973260403,N_A,N_A,80.0,3.9,400
18430357,Malabar Food Court,13.0296776089,77.6309344545,N_A,N_A,3850.0,3.9,400
18611281,Kitchen King,13.0402076515,77.6203078972,N_A,N_A,12700.0,3.8,400
18375532,Lazeez Point,13.0835545912,77.6363665983,N_A,N_A,443.0,3.7,500
50008,9th Mile Dhaba - Royal Orchid Resort,13.0871142078,77.5909909979,N_A,N_A,952.0,4.1,1200
18278224,Nandhana Palace,13.0595803784,77.5926281512,Nandhana Palace,zomato_nandhana_palace,9727.0,4.2,800
20420560,Kolkata Famous Kati Roll,13.087557,77.635377,Kolkata Famous Kati Roll,zomato_kolkata_famous_kati_roll,0.0,3.5,150
18773122,New Punjabi Veg Restaurant,13.0404181,77.6223963,N_A,N_A,1206.0,3.3,300
18521126,Udupi Garden,13.0666045597,77.5955038145,N_A,N_A,33.0,3.2,300
56936,Ruchi Curry Point,13.0552058001,77.6008779556,Ruchi Curry Point,zomato_ruchi_curry_point,666.0,3.5,300
18734119,Kitchens Of Hyderabad,13.0501148745,77.5976308063,N_A,N_A,13.0,3.2,300
19577564,The Curry- Taste Of Madurai,13.0645110761,77.6475742087,N_A,N_A,385.0,4.1,500
20412504,Hi Seoul Korean Restaurant,13.060462862,77.5897675753,N_A,N_A,0.0,4.2,800
20243493,Go Naati,13.0450957,77.6268964,N_A,N_A,40.0,3.3,500
19006402,Naga's,13.0942463491,77.5950307399,Naga's,zomato_naga's,15.0,3.2,500
18450926,Ami N Amie,13.0659053186,77.640568614,N_A,N_A,1819.0,3.5,400
18811077,Konaseema,13.0609717093,77.6489186659,Konaseema,zomato_konaseema,326.0,3.3,400
18208383,Mast Punjabi,13.0689455825,77.6334416494,N_A,N_A,6253.0,3.4,400
20165198,Orange Leaf Resturant,13.0414294,77.6225018,N_A,N_A,153.0,3.5,600
19154823,Persian Pot Biryani,13.0664918844,77.6395865902,N_A,N_A,469.0,3.4,600
19742240,Udaya Huts Family Restraunt,13.0769907194,77.5924869999,N_A,N_A,206.0,3.6,550
19614092,Good Food,13.058173036,77.6228130609,N_A,N_A,560.0,3.6,650
18999011,The Prakyathi,13.0970681251,77.5882440805,The Prakyathi,zomato_the_prakyathi,68.0,3.7,700
19191965,Hungry Belly,13.0414900775,77.6218531653,N_A,N_A,291.0,3.4,450
19137686,Aaradhana Kitchens,13.0414049,77.6223218,N_A,N_A,523.0,3.8,450
20314004,Mary Land,13.0648411,77.6075139,N_A,N_A,27.0,3.7,450
19147471,Naga's,13.0943737069,77.5950066,N_A,N_A,50.0,3.2,500
56223,Tanang  Restaurant,13.0550601319,77.6452339813,N_A,N_A,83.0,4.0,350
19563891,Lagan Ki Biryani,13.0589761595,77.5915482268,N_A,N_A,358.0,3.8,500
19258264,Raidan Mandhi Biriyani,13.0339935173,77.6047698408,N_A,N_A,43.0,3.6,500
18962089,Naati Sogadu,13.0593546947,77.5924678892,N_A,N_A,301.0,3.8,500
19064399,Dilawar,13.0298553031,77.6342211664,N_A,N_A,1495.0,3.9,500
19305763,FB Cakes,13.0560713157,77.6317699626,N_A,N_A,856.0,3.8,500
18656576,Hyderabadi Bawarchi,13.099193661,77.5895318761,N_A,N_A,10400.0,3.7,500
18280601,Mama's Restaurant,13.0573147132,77.6270328462,N_A,N_A,4928.0,4.0,500
19507382,Pokket Cafe,13.0888672184,77.6352286711,N_A,N_A,378.0,3.6,500
18402900,The Druid Garden,13.0634751054,77.5912354141,N_A,N_A,9522.0,4.2,1700
18375484,Al-Bek,13.0448954809,77.6210012287,Al-Bek,zomato_al-bek,12100.0,3.8,750
51212,Saha Chowmein,13.063358836,77.5869499147,Saha Chowmein,zomato_saha_chowmein,1041.0,4.1,700
51206,Swathi Gardenia,13.0590241705,77.5931565464,N_A,N_A,5986.0,3.9,700
19249082,Earthen Delicacies,13.0910160111,77.6356055215,N_A,N_A,1504.0,4.0,700
18619749,The Daily Bean,13.0639963573,77.6487976313,N_A,N_A,223.0,4.1,350
18642424,Punjabi Food,13.0585042145,77.5914801657,Punjabi Food,zomato_punjabi_food,41.0,3.5,350
19470447,Thalassery Restaurant,13.0587370844,77.5933315605,Thalassery Restaurant,zomato_thalassery_restaurant,1361.0,3.5,800
18786551,Rad Bistro,13.0490546737,77.5967252254,N_A,N_A,287.0,3.3,800
18237916,The Bel St.,13.0611082292,77.5872486457,N_A,N_A,324.0,3.2,1100
19357533,Dindigul Thalappakatti,13.0257313924,77.6369010285,Dindigul Thalappakatti,zomato_dindigul_thalappakatti,4878.0,3.5,900
18375480,Hotel New Karavali,13.0299134457,77.6344729587,N_A,N_A,750.0,3.4,800
18308791,Hotel Liwa,13.0759260618,77.591368854,N_A,N_A,32.0,3.6,800
19947397,Global Dhaba,13.0802786865,77.5926336325,N_A,N_A,74.0,3.1,1000
18902273,China South,13.0944337936,77.594426237,N_A,N_A,21.0,3.1,800
18305660,DUNKIN',13.0449033199,77.620052062,DUNKIN',zomato_dunkin',6156.0,4.1,600
18674961,Chandu's Hotel,13.0632925363,77.5916994363,N_A,N_A,8.0,2.7,300
18569607,Village Cafe,13.0522535529,77.6040141284,N_A,N_A,11.0,2.9,300
18798358,Winni- Cakes n More,13.049480257,77.5972207636,Winni- Cakes n More,zomato_winni-_cakes_n_more,63.0,2.7,300
18701586,Roll Junction,13.0453380558,77.6270194352,Roll Junction,zomato_roll_junction,10.0,3.0,300
18545269,New Punjabi Pure Veg Restaurant,13.0403,77.6223803,New Punjabi Pure Veg Restaurant,zomato_new_punjabi_pure_veg_restaurant,7335.0,3.2,300
